State,Year,ProgramType,CountEverEnrolled,CountLastMonthEnrollment,AverageEnrollmentPerMonth,DQUnusable
Mississippi,2018,CHIP,"111,081","94,119","77,870",
Mississippi,2018,Unknown,0,0,0,
Mississippi,2019,Medicaid,"785,272","762,304","664,477",
Mississippi,2019,CHIP,"106,882","91,822","77,216",
Mississippi,2019,Unknown,0,0,0,
Mississippi,2020,Medicaid,"764,333","753,620","684,228",
Mississippi,2020,CHIP,"94,551","86,800","80,289",
Mississippi,2020,Unknown,0,0,0,
Mississippi,2021,Medicaid,"843,185","834,352","785,626",
Mississippi,2021,CHIP,"59,763","52,218","46,259",High Concern
Mississippi,2021,Unknown,0,0,0,
Mississippi,2022,Medicaid,"887,414","875,279","828,964",
Mississippi,2022,CHIP,"57,390","48,716","41,746",High Concern
Mississippi,2022,Unknown,0,0,0,
Missouri,2016,Medicaid,"1,204,854","1,201,180","1,048,975",
Missouri,2016,CHIP,"34,839","30,868","25,055",
Missouri,2016,Unknown,0,0,0,
Missouri,2017,Medicaid,"1,230,065","1,221,240","1,059,143",
Missouri,2017,CHIP,"44,631","38,875","28,757",
Missouri,2017,Unknown,0,0,0,
Missouri,2018,Medicaid,"1,212,096","1,200,383","1,020,048",
Missouri,2018,CHIP,"54,484","43,127","31,941",
Missouri,2018,Unknown,0,0,0,
Missouri,2019,Medicaid,"1,158,719","1,143,213","938,063",
Missouri,2019,CHIP,"64,221","47,882","34,297",
Missouri,2019,Unknown,0,0,0,
Missouri,2020,Medicaid,"1,115,426","1,112,613","980,169",
Missouri,2020,CHIP,"52,759","41,602","36,551",
Missouri,2020,Unknown,0,0,0,
Missouri,2021,Medicaid,"1,311,309","1,310,594","1,154,898",
Missouri,2021,CHIP,"47,120","41,707","38,313",
Missouri,2021,Unknown,0,0,0,
Missouri,2022,Medicaid,"1,517,252","1,514,301","1,384,665",
Missouri,2022,CHIP,"51,688","43,585","34,574",
Missouri,2022,Unknown,0,0,0,
Montana,2016,Medicaid,"245,170","240,208","199,937",
Montana,2016,CHIP,"42,427","36,483","32,544",High Concern
Montana,2016,Unknown,0,0,0,
Montana,2017,Medicaid,"318,813","314,474","259,235",
Montana,2017,CHIP,"73,647","64,446","54,769",Unusable
Montana,2017,Unknown,0,0,0,
Montana,2018,Medicaid,"299,388","294,082","256,512",
Montana,2018,CHIP,"71,266","64,438","53,011",Unusable
Montana,2018,Unknown,0,0,0,
Montana,2019,Medicaid,"303,294","296,133","248,851",
Montana,2019,CHIP,"74,880","68,909","53,390",Unusable
Montana,2019,Unknown,0,0,0,
Montana,2020,Medicaid,"285,694","282,643","242,910",
Montana,2020,CHIP,"34,909","31,157","26,786",
Montana,2020,Unknown,0,0,0,
Montana,2021,Medicaid,"296,502","296,291","271,840",
Montana,2021,CHIP,"30,835","29,919","28,204",
Montana,2021,Unknown,0,0,0,
Montana,2022,Medicaid,"315,183","314,963","292,173",
Montana,2022,CHIP,"31,113","30,349","28,694",
Montana,2022,Unknown,0,0,0,
Nebraska,2016,Medicaid,"278,984","262,417","217,417",
Nebraska,2016,CHIP,"55,168","43,675","31,309",
Nebraska,2016,Unknown,727,154,265,
Nebraska,2017,Medicaid,"280,085","265,075","219,489",
Nebraska,2017,CHIP,"57,283","44,993","33,834",
Nebraska,2017,Unknown,0,0,0,
Nebraska,2018,Medicaid,"280,947","264,421","220,068",
Nebraska,2018,CHIP,"60,692","47,128","35,252",
Nebraska,2018,Unknown,0,0,0,
Nebraska,2019,Medicaid,"279,341","262,972","218,633",
Nebraska,2019,CHIP,"61,842","47,047","35,498",
Nebraska,2019,Unknown,0,0,0,
Nebraska,2020,Medicaid,"310,289","295,321","236,524",
Nebraska,2020,CHIP,"61,589","43,254","35,529",
Nebraska,2020,Unknown,0,0,0,
Nebraska,2021,Medicaid,"356,212","343,220","302,552",
Nebraska,2021,CHIP,"56,948","42,922","37,475",
Nebraska,2021,Unknown,0,0,0,
Nebraska,2022,Medicaid,"391,924","379,545","339,677",
Nebraska,2022,CHIP,"59,349","46,477","41,555",
Nebraska,2022,Unknown,0,0,0,
Nevada,2016,Medicaid,"812,951","792,710","623,508",
Nevada,2016,CHIP,"62,076","48,158","32,835",High Concern
Nevada,2016,Unknown,0,0,0,
Nevada,2017,Medicaid,"833,204","812,177","641,777",
Nevada,2017,CHIP,"73,035","55,336","39,937",
Nevada,2017,Unknown,0,0,0,
Nevada,2018,Medicaid,"840,225","818,255","651,360",
Nevada,2018,CHIP,"75,607","57,722","41,537",
Nevada,2018,Unknown,0,0,0,
Nevada,2019,Medicaid,"828,167","807,551","640,079",
Nevada,2019,CHIP,"76,969","58,169","41,169",
Nevada,2019,Unknown,0,0,0,
Nevada,2020,Medicaid,"840,453","830,118","698,906",
Nevada,2020,CHIP,"64,591","43,642","39,853",
Nevada,2020,Unknown,0,0,0,
Nevada,2021,Medicaid,"917,514","897,968","810,449",
Nevada,2021,CHIP,"70,037","54,320","44,528",
Nevada,2021,Unknown,0,0,0,
Nevada,2022,Medicaid,"994,559","973,993","869,353",
Nevada,2022,CHIP,"82,534","60,771","52,570",
Nevada,2022,Unknown,0,0,0,
New Hampshire,2016,Medicaid,"248,350","241,614","197,277",
New Hampshire,2016,CHIP,"24,180","18,999","14,664",
New Hampshire,2016,Unknown,0,0,0,
New Hampshire,2017,Medicaid,"246,689","240,167","195,471",
New Hampshire,2017,CHIP,"25,271","19,578","14,880",
New Hampshire,2017,Unknown,0,0,0,
New Hampshire,2018,Medicaid,"238,871","232,538","191,281",
New Hampshire,2018,CHIP,"24,961","20,112","15,298",
New Hampshire,2018,Unknown,0,0,0,
New Hampshire,2019,Medicaid,"234,097","227,632","184,806",
New Hampshire,2019,CHIP,"25,666","20,376","15,699",
New Hampshire,2019,Unknown,0,0,0,
New Hampshire,2020,Medicaid,"242,582","237,244","200,943",
New Hampshire,2020,CHIP,"24,335","18,185","15,564",
New Hampshire,2020,Unknown,0,0,0,
New Hampshire,2021,Medicaid,"260,208","254,319","231,610",
New Hampshire,2021,CHIP,"25,833","21,822","19,111",
New Hampshire,2021,Unknown,0,0,0,
New Hampshire,2022,Medicaid,"272,416","266,389","245,508",
New Hampshire,2022,CHIP,"30,042","25,702","22,739",
New Hampshire,2022,Unknown,0,0,0,
New Jersey,2016,Medicaid,"1,945,669","1,889,781","1,586,765",
New Jersey,2016,CHIP,"269,134","229,291","189,572",
New Jersey,2016,Unknown,0,0,0,
New Jersey,2017,Medicaid,"1,948,722","1,894,912","1,590,484",
New Jersey,2017,CHIP,"277,701","237,570","198,745",
New Jersey,2017,Unknown,0,0,0,
New Jersey,2018,Medicaid,"1,922,981","1,864,404","1,572,657",
New Jersey,2018,CHIP,"293,444","251,633","207,606",
New Jersey,2018,Unknown,0,0,0,
New Jersey,2019,Medicaid,"1,887,428","1,822,522","1,514,599",
New Jersey,2019,CHIP,"310,972","266,642","217,388",
New Jersey,2019,Unknown,0,0,0,
New Jersey,2020,Medicaid,"1,854,762","1,822,089","1,592,115",
New Jersey,2020,CHIP,"295,521","247,377","233,490",
New Jersey,2020,Unknown,0,0,0,
New Jersey,2021,Medicaid,"1,983,687","1,957,827","1,793,718",
New Jersey,2021,CHIP,"282,032","246,352","236,856",
New Jersey,2021,Unknown,0,0,0,
New Jersey,2022,Medicaid,"2,122,374","2,079,653","1,924,358",
New Jersey,2022,CHIP,"302,216","266,862","251,275",
New Jersey,2022,Unknown,0,0,0,
New Mexico,2016,Medicaid,"941,844","924,406","835,425",
New Mexico,2016,CHIP,"73,094","47,355","43,975",Unusable
New Mexico,2016,Unknown,0,0,0,
New Mexico,2017,Medicaid,"979,617","962,467","849,346",
New Mexico,2017,CHIP,"70,029","47,674","41,589",Unusable
New Mexico,2017,Unknown,0,0,0,
New Mexico,2018,Medicaid,"950,606","931,874","809,982",
New Mexico,2018,CHIP,"67,534","46,377","37,539",
New Mexico,2018,Unknown,0,0,0,
New Mexico,2019,Medicaid,"925,216","906,540","795,889",
New Mexico,2019,CHIP,"67,244","45,341","37,977",
New Mexico,2019,Unknown,0,0,0,
New Mexico,2020,Medicaid,"932,921","918,668","835,349",
New Mexico,2020,CHIP,"60,403","37,521","34,905",
New Mexico,2020,Unknown,0,0,0,
New Mexico,2021,Medicaid,"953,255","953,196","892,255",
New Mexico,2021,CHIP,"48,575","48,477","46,860",
New Mexico,2021,Unknown,0,0,0,
New Mexico,2022,Medicaid,"992,642","992,586","935,057",
New Mexico,2022,CHIP,"45,983","45,878","44,541",
New Mexico,2022,Unknown,0,0,0,
New York,2016,Medicaid,"7,123,040","7,034,371","5,839,153",
New York,2016,CHIP,"1,045,240","963,168","704,725",High Concern
New York,2016,Unknown,0,0,0,
New York,2017,Medicaid,"7,111,868","7,019,256","5,877,351",
New York,2017,CHIP,"1,143,847","1,077,732","765,266",High Concern
New York,2017,Unknown,0,0,0,
New York,2018,Medicaid,"7,101,186","6,997,209","5,928,470",
New York,2018,CHIP,"1,280,813","1,196,975","874,602",Unusable
New York,2018,Unknown,0,0,0,
New York,2019,Medicaid,"7,107,910","6,993,023","5,908,228",
New York,2019,CHIP,"1,372,029","1,283,813","942,358",Unusable
New York,2019,Unknown,0,0,0,
New York,2020,Medicaid,"7,101,146","7,052,939","6,193,961",
New York,2020,CHIP,"779,689","723,542","615,689",
New York,2020,Unknown,0,0,0,
New York,2021,Medicaid,"7,531,149","7,503,484","6,880,598",
New York,2021,CHIP,"678,787","644,351","590,869",
New York,2021,Unknown,0,0,0,
New York,2022,Medicaid,"7,989,629","7,956,570","7,316,492",
New York,2022,CHIP,"663,798","625,247","568,809",
New York,2022,Unknown,0,0,0,
North Carolina,2016,Medicaid,"2,255,074","2,163,124","1,927,274",
North Carolina,2016,CHIP,"317,828","256,947","216,818",
North Carolina,2016,Unknown,0,0,0,
North Carolina,2017,Medicaid,"2,336,889","2,224,962","1,977,054",
North Carolina,2017,CHIP,"364,169","284,561","238,828",
North Carolina,2017,Unknown,0,0,0,
North Carolina,2018,Medicaid,"2,387,086","2,273,948","2,019,601",
North Carolina,2018,CHIP,"387,367","308,381","260,573",
North Carolina,2018,Unknown,0,0,0,
North Carolina,2019,Medicaid,"2,385,363","2,283,347","2,009,420",
North Carolina,2019,CHIP,"399,436","324,773","279,733",
North Carolina,2019,Unknown,0,0,0,
North Carolina,2020,Medicaid,"2,391,954","2,340,388","2,084,773",
North Carolina,2020,CHIP,"364,204","305,894","290,309",
North Carolina,2020,Unknown,19,11,14,
North Carolina,2021,Medicaid,"2,602,534","2,548,095","2,338,487",
North Carolina,2021,CHIP,"373,026","311,072","300,889",
North Carolina,2021,Unknown,0,0,0,
North Carolina,2022,Medicaid,"2,803,956","2,753,525","2,554,120",
North Carolina,2022,CHIP,"365,990","313,918","296,049",
North Carolina,2022,Unknown,0,0,0,
North Dakota,2016,Medicaid,"116,409","113,663","85,687",
North Dakota,2016,CHIP,"6,576","5,630","3,380",Unusable
North Dakota,2016,Unknown,"5,659","4,797","4,668",
North Dakota,2017,Medicaid,"121,717","119,620","92,592",
North Dakota,2017,CHIP,"7,816","6,551","4,742",Unusable
North Dakota,2017,Unknown,0,0,0,
North Dakota,2018,Medicaid,"120,259","117,844","92,024",
North Dakota,2018,CHIP,"8,506","7,243","5,367",Unusable
North Dakota,2018,Unknown,0,0,0,
North Dakota,2019,Medicaid,"118,051","115,840","89,065",
North Dakota,2019,CHIP,"8,675","6,717","5,206",Unusable
North Dakota,2019,Unknown,0,0,0,
North Dakota,2020,Medicaid,"118,257","117,426","95,836",
North Dakota,2020,CHIP,"6,850","5,676","5,045",Unusable
North Dakota,2020,Unknown,0,0,0,
North Dakota,2021,Medicaid,"131,462","129,535","112,520",
North Dakota,2021,CHIP,"7,633","5,467","4,937",Unusable
North Dakota,2021,Unknown,0,0,0,
North Dakota,2022,Medicaid,"140,374","138,362","123,319",
North Dakota,2022,CHIP,"7,665","5,973","5,251",Unusable
North Dakota,2022,Unknown,0,0,0,
Ohio,2016,Medicaid,"3,238,628","3,238,628","2,779,410",
Ohio,2016,CHIP,"257,522","257,522","232,825",High Concern
Ohio,2016,Unknown,DS,DS,DS,
Ohio,2017,Medicaid,"3,292,235","3,292,235","2,851,700",
Ohio,2017,CHIP,"232,474","232,474","207,543",
Ohio,2017,Unknown,DS,DS,DS,
Ohio,2018,Medicaid,"3,194,447","3,194,447","2,718,183",
Ohio,2018,CHIP,"226,392","226,392","200,779",
Ohio,2018,Unknown,DS,DS,DS,
Ohio,2019,Medicaid,"3,084,854","3,084,854","2,621,078",
Ohio,2019,CHIP,"215,053","215,053","188,454",
Ohio,2019,Unknown,DS,DS,DS,
Ohio,2020,Medicaid,"3,068,406","3,068,406","2,740,832",
Ohio,2020,CHIP,"217,092","217,092","200,287",
Ohio,2020,Unknown,0,0,0,
Ohio,2021,Medicaid,"3,221,404","3,221,404","2,994,381",
Ohio,2021,CHIP,"242,020","242,020","231,364",
Ohio,2021,Unknown,0,0,0,
Ohio,2022,Medicaid,"3,405,596","3,405,596","3,172,035",
Ohio,2022,CHIP,"257,341","257,341","246,961",
Ohio,2022,Unknown,25,15,18,
Oklahoma,2016,Medicaid,"906,366","866,320","685,898",
Oklahoma,2016,CHIP,"205,123","159,232","135,023",High Concern
Oklahoma,2016,Unknown,0,0,0,
Oklahoma,2017,Medicaid,"926,836","870,290","713,214",
Oklahoma,2017,CHIP,"213,958","155,753","124,253",
Oklahoma,2017,Unknown,0,0,0,
Oklahoma,2018,Medicaid,"901,040","843,641","692,084",
Oklahoma,2018,CHIP,"215,486","160,055","127,278",
Oklahoma,2018,Unknown,0,0,0,
Oklahoma,2019,Medicaid,"891,717","833,716","683,334",
Oklahoma,2019,CHIP,"218,634","158,674","128,012",
Oklahoma,2019,Unknown,0,0,0,
Oklahoma,2020,Medicaid,"946,114","877,868","761,549",
Oklahoma,2020,CHIP,"227,276","135,333","129,677",
Oklahoma,2020,Unknown,0,0,0,
Oklahoma,2021,Medicaid,"1,193,171","1,115,690","939,619",
Oklahoma,2021,CHIP,"247,023","134,770","134,482",
Oklahoma,2021,Unknown,0,0,0,
Oklahoma,2022,Medicaid,"1,363,068","1,275,580","1,151,118",
Oklahoma,2022,CHIP,"252,513","140,010","132,238",
Oklahoma,2022,Unknown,0,0,0,
Oregon,2016,Medicaid,"1,346,915","1,298,596","1,092,428",
Oregon,2016,CHIP,"149,055","129,040","97,596",Unusable
Oregon,2016,Unknown,0,0,0,
Oregon,2017,Medicaid,"1,260,186","1,216,274","997,582",
Oregon,2017,CHIP,"173,584","148,289","119,716",High Concern
Oregon,2017,Unknown,0,0,0,
Oregon,2018,Medicaid,"1,180,261","1,148,305","966,682",
Oregon,2018,CHIP,"176,102","152,816","128,394",
Oregon,2018,Unknown,0,0,0,
Oregon,2019,Medicaid,"1,187,178","1,153,048","976,847",
Oregon,2019,CHIP,"180,751","154,564","129,276",
Oregon,2019,Unknown,0,0,0,
Oregon,2020,Medicaid,"1,226,379","1,202,200","1,052,443",
Oregon,2020,CHIP,"174,489","145,831","132,562",
Oregon,2020,Unknown,0,0,0,
Oregon,2021,Medicaid,"1,339,011","1,285,924","1,177,936",
Oregon,2021,CHIP,"222,367","181,008","160,982",
Oregon,2021,Unknown,0,0,0,
Oregon,2022,Medicaid,"1,431,200","1,376,939","1,262,437",
Oregon,2022,CHIP,"247,483","198,849","181,699",
Oregon,2022,Unknown,0,0,0,
Pennsylvania,2016,Medicaid,"3,142,737","3,121,239","2,533,449",
Pennsylvania,2016,CHIP,"203,719","203,423","146,997",
Pennsylvania,2016,Unknown,"205,891","1,922","17,763",
Pennsylvania,2017,Medicaid,"3,376,414","3,376,414","2,757,011",
Pennsylvania,2017,CHIP,"77,735","77,735","56,699",Unusable
Pennsylvania,2017,Unknown,"9,542",DS,795,
Pennsylvania,2018,Medicaid,"3,364,158","3,244,717","2,700,122",
Pennsylvania,2018,CHIP,"381,350","326,570","228,052",High Concern
Pennsylvania,2018,Unknown,0,0,0,
Pennsylvania,2019,Medicaid,"3,262,105","3,200,898","2,619,351",
Pennsylvania,2019,CHIP,"473,459","411,718","288,565",Unusable
Pennsylvania,2019,Unknown,0,0,0,
Pennsylvania,2020,Medicaid,"3,307,054","3,252,494","2,875,535",
Pennsylvania,2020,CHIP,"443,383","372,319","292,412",Unusable
Pennsylvania,2020,Unknown,0,0,0,
Pennsylvania,2021,Medicaid,"3,499,451","3,456,545","3,160,301",
Pennsylvania,2021,CHIP,"375,721","309,188","272,341",
Pennsylvania,2021,Unknown,0,0,0,
Pennsylvania,2022,Medicaid,"3,774,862","3,683,512","3,401,358",
Pennsylvania,2022,CHIP,"474,902","401,089","356,354",High Concern
Pennsylvania,2022,Unknown,0,0,0,
Rhode Island,2016,Medicaid,"340,179","331,969","290,323",
Rhode Island,2016,CHIP,"34,858","24,203","21,924",Unusable
Rhode Island,2016,Unknown,"7,057","4,691","4,564",
Rhode Island,2017,Medicaid,"349,883","349,883","315,917",
Rhode Island,2017,CHIP,"33,345","33,345","30,010",
Rhode Island,2017,Unknown,0,0,0,
Rhode Island,2018,Medicaid,"352,099","346,340","210,934",High Concern
Rhode Island,2018,CHIP,"37,599","28,383","16,226",High Concern
Rhode Island,2018,Unknown,0,0,0,High Concern
Rhode Island,2019,Medicaid,"270,342","270,342","206,565",High Concern
Rhode Island,2019,CHIP,"18,400","18,400","11,101",Unusable
Rhode Island,2019,Unknown,0,0,0,High Concern
Rhode Island,2020,Medicaid,"339,613","339,613","307,027",
Rhode Island,2020,CHIP,"35,018","35,018","32,342",
Rhode Island,2020,Unknown,0,0,0,
Rhode Island,2021,Medicaid,"356,151","356,151","334,895",
Rhode Island,2021,CHIP,"36,449","36,449","34,709",
Rhode Island,2021,Unknown,0,0,0,
Rhode Island,2022,Medicaid,"369,752","369,752","348,017",
Rhode Island,2022,CHIP,"38,669","38,669","36,959",
Rhode Island,2022,Unknown,0,0,0,
South Carolina,2016,Medicaid,"1,349,791","1,329,849","1,188,155",
South Carolina,2016,CHIP,"100,021","84,745","72,496",
South Carolina,2016,Unknown,0,0,0,
South Carolina,2017,Medicaid,"1,392,096","1,365,020","1,196,616",
South Carolina,2017,CHIP,"110,432","94,320","76,043",
South Carolina,2017,Unknown,0,0,0,
South Carolina,2018,Medicaid,"1,387,474","1,360,923","1,186,008",
South Carolina,2018,CHIP,"122,347","103,156","88,265",
South Carolina,2018,Unknown,0,0,0,
South Carolina,2019,Medicaid,"1,371,869","1,350,394","1,197,553",
South Carolina,2019,CHIP,"124,320","106,960","92,229",
South Carolina,2019,Unknown,0,0,0,
South Carolina,2020,Medicaid,"1,351,299","1,337,388","1,219,001",
South Carolina,2020,CHIP,"118,776","104,106","97,504",
South Carolina,2020,Unknown,0,0,0,
South Carolina,2021,Medicaid,"1,427,661","1,418,968","1,332,408",
South Carolina,2021,CHIP,"119,283","108,832","104,979",
South Carolina,2021,Unknown,0,0,0,
South Carolina,2022,Medicaid,"1,514,236","1,507,229","1,427,735",
South Carolina,2022,CHIP,"121,510","111,940","108,925",
South Carolina,2022,Unknown,0,0,0,
South Dakota,2016,Medicaid,"143,713","135,553","110,063",
South Dakota,2016,CHIP,"25,931","19,723","14,980",
South Dakota,2016,Unknown,0,0,0,
South Dakota,2017,Medicaid,"140,313","132,538","108,725",
South Dakota,2017,CHIP,"27,407","21,111","16,181",
South Dakota,2017,Unknown,0,0,0,
South Dakota,2018,Medicaid,"137,371","130,523","106,626",
South Dakota,2018,CHIP,"27,450","20,756","16,371",
South Dakota,2018,Unknown,DS,DS,DS,
South Dakota,2019,Medicaid,"134,352","127,861","105,381",
South Dakota,2019,CHIP,"26,522","20,260","16,036",
South Dakota,2019,Unknown,DS,DS,DS,
South Dakota,2020,Medicaid,"130,494","125,717","109,552",
South Dakota,2020,CHIP,"23,870","18,729","16,178",
South Dakota,2020,Unknown,DS,DS,DS,
South Dakota,2021,Medicaid,"138,558","133,813","122,137",
South Dakota,2021,CHIP,"24,580","19,846","17,788",
South Dakota,2021,Unknown,DS,0,DS,
South Dakota,2022,Medicaid,"147,579","143,173","132,338",
South Dakota,2022,CHIP,"25,256","20,536","18,683",
South Dakota,2022,Unknown,0,0,0,
Tennessee,2016,Medicaid,"1,778,140","1,778,090","1,655,825",
Tennessee,2016,CHIP,"18,680","17,676","17,444",Unusable
Tennessee,2016,Unknown,0,0,0,
Tennessee,2017,Medicaid,"1,838,800","1,834,491","1,598,310",
Tennessee,2017,CHIP,"42,063","39,582","31,109",Unusable
Tennessee,2017,Unknown,0,0,0,
Tennessee,2018,Medicaid,"1,799,099","1,786,249","1,535,055",
Tennessee,2018,CHIP,"67,822","62,724","47,080",High Concern
Tennessee,2018,Unknown,0,0,0,
Tennessee,2019,Medicaid,"1,706,141","1,693,855","1,550,497",
Tennessee,2019,CHIP,"81,699","68,594","54,314",High Concern
Tennessee,2019,Unknown,0,0,0,
Tennessee,2020,Medicaid,"1,746,528","1,742,860","1,590,217",
Tennessee,2020,CHIP,"73,625","59,539","53,577",Unusable
Tennessee,2020,Unknown,0,0,0,
Tennessee,2021,Medicaid,"2,978,842","2,954,711","2,034,974",High Concern
Tennessee,2021,CHIP,"205,367","178,015","148,038",
Tennessee,2021,Unknown,0,0,0,High Concern
Tennessee,2022,Medicaid,"1,829,372","1,812,150","1,716,769",
Tennessee,2022,CHIP,"179,232","159,851","146,105",
Tennessee,2022,Unknown,0,0,0,
Texas,2016,Medicaid,"5,295,400","5,112,213","4,202,150",
Texas,2016,CHIP,"723,718","590,165","402,051",High Concern
Texas,2016,Unknown,"301,153","251,348","235,156",
Texas,2017,Medicaid,"5,209,591","5,007,663","4,161,800",
Texas,2017,CHIP,"785,191","633,939","435,957",
Texas,2017,Unknown,"335,446","297,869","271,099",
Texas,2018,Medicaid,"5,121,600","4,928,875","4,091,687",
Texas,2018,CHIP,"790,637","625,939","434,075",High Concern
Texas,2018,Unknown,"347,463","308,852","278,429",
Texas,2019,Medicaid,"5,269,586","4,852,253","4,014,414",
Texas,2019,CHIP,"1,035,412","859,072","540,595",
Texas,2019,Unknown,"309,122","16,523","117,494",
Texas,2020,Medicaid,"5,429,889","5,277,184","4,624,735",
Texas,2020,CHIP,"964,481","718,397","613,022",
Texas,2020,Unknown,522,21,85,
Texas,2021,Medicaid,"5,978,220","5,795,504","5,373,771",
Texas,2021,CHIP,"878,858","676,619","592,373",
Texas,2021,Unknown,34,DS,DS,
Texas,2022,Medicaid,"6,533,064","6,430,796","5,955,713",
Texas,2022,CHIP,"761,487","509,927","533,297",High Concern
Texas,2022,Unknown,114,98,100,
Utah,2016,Medicaid,"423,590","415,415","314,979",
Utah,2016,CHIP,"30,548","26,282","18,580",
Utah,2016,Unknown,0,0,0,
Utah,2017,Medicaid,"399,544","382,495","289,546",
Utah,2017,CHIP,"58,909","47,172","34,002",High Concern
Utah,2017,Unknown,0,0,0,
Utah,2018,Medicaid,"391,786","375,846","282,955",
Utah,2018,CHIP,"56,281","44,853","32,304",High Concern
Utah,2018,Unknown,0,0,0,
Utah,2019,Medicaid,"401,797","382,231","282,493",
Utah,2019,CHIP,"52,197","41,171","28,898",High Concern
Utah,2019,Unknown,0,0,0,
Utah,2020,Medicaid,"417,255","409,195","329,592",
Utah,2020,CHIP,"45,939","30,105","27,925",High Concern
Utah,2020,Unknown,0,0,0,
Utah,2021,Medicaid,"483,377","474,533","421,857",
Utah,2021,CHIP,"42,315","27,997","23,723",High Concern
Utah,2021,Unknown,0,0,0,
Utah,2022,Medicaid,"543,804","534,614","480,692",
Utah,2022,CHIP,"37,333","21,110","19,448",High Concern
Utah,2022,Unknown,0,0,0,
Vermont,2016,Medicaid,"222,762","221,160","192,088",
Vermont,2016,CHIP,"6,454","5,776","4,870",
Vermont,2016,Unknown,0,0,0,
Vermont,2017,Medicaid,"205,558","204,017","178,133",
Vermont,2017,CHIP,"5,967","4,692","3,737",High Concern
Vermont,2017,Unknown,0,0,0,
Vermont,2018,Medicaid,"198,009","196,077","172,720",
Vermont,2018,CHIP,"6,437","5,244","4,123",
Vermont,2018,Unknown,0,0,0,
Vermont,2019,Medicaid,"190,932","189,116","164,204",
Vermont,2019,CHIP,"6,859","5,461","4,384",
Vermont,2019,Unknown,0,0,0,
Vermont,2020,Medicaid,"189,364","188,826","170,335",
Vermont,2020,CHIP,"5,873","4,435","4,302",
Vermont,2020,Unknown,0,0,0,
Vermont,2021,Medicaid,"200,775","200,153","187,825",
Vermont,2021,CHIP,"5,306","4,606","4,278",
Vermont,2021,Unknown,0,0,0,
Vermont,2022,Medicaid,"208,974","208,348","196,589",
Vermont,2022,CHIP,"5,831","4,843","4,757",
Vermont,2022,Unknown,0,0,0,
Virginia,2016,Medicaid,"1,321,909","1,279,367","1,074,235",
Virginia,2016,CHIP,"180,753","148,417","119,434",
Virginia,2016,Unknown,0,0,0,
Virginia,2017,Medicaid,"1,326,618","1,277,345","1,094,623",
Virginia,2017,CHIP,"195,354","158,809","128,064",
Virginia,2017,Unknown,0,0,0,
Virginia,2018,Medicaid,"1,361,203","1,317,494","1,126,358",
Virginia,2018,CHIP,"207,686","168,182","141,321",
Virginia,2018,Unknown,0,0,0,
Virginia,2019,Medicaid,"1,632,968","1,582,303","1,326,644",
Virginia,2019,CHIP,"225,956","180,574","148,153",
Virginia,2019,Unknown,0,0,0,
Virginia,2020,Medicaid,"1,731,778","1,698,111","1,510,315",
Virginia,2020,CHIP,"214,467","170,289","159,631",
Virginia,2020,Unknown,0,0,0,
Virginia,2021,Medicaid,"1,897,027","1,869,616","1,716,174",
Virginia,2021,CHIP,"213,781","182,291","169,565",
Virginia,2021,Unknown,0,0,0,
Virginia,2022,Medicaid,"2,066,948","2,034,255","1,890,073",
Virginia,2022,CHIP,"234,850","200,260","184,809",
Virginia,2022,Unknown,0,0,0,
Washington,2016,Medicaid,"2,159,424","2,136,300","1,826,440",
Washington,2016,CHIP,"82,744","65,105","47,919",
Washington,2016,Unknown,67,DS,DS,
Washington,2017,Medicaid,"2,176,803","2,148,116","1,829,861",
Washington,2017,CHIP,"96,855","76,802","54,627",
Washington,2017,Unknown,87,DS,DS,
Washington,2018,Medicaid,"2,128,303","2,094,726","1,786,489",
Washington,2018,CHIP,"112,611","89,443","65,292",
Washington,2018,Unknown,14,DS,DS,
Washington,2019,Medicaid,"2,083,782","2,055,362","1,748,892",
Washington,2019,CHIP,"116,064","89,908","69,986",
Washington,2019,Unknown,DS,0,DS,
Washington,2020,Medicaid,"2,088,225","2,073,339","1,825,940",
Washington,2020,CHIP,"103,685","79,432","71,293",
Washington,2020,Unknown,DS,0,DS,
Washington,2021,Medicaid,"2,206,080","2,191,298","2,005,324",
Washington,2021,CHIP,"101,383","86,832","77,830",
Washington,2021,Unknown,DS,DS,DS,
Washington,2022,Medicaid,"2,345,632","2,331,024","2,139,334",
Washington,2022,CHIP,"108,187","82,988","78,717",
Washington,2022,Unknown,16,0,DS,
West Virginia,2016,Medicaid,"667,721","661,718","567,120",
West Virginia,2016,CHIP,"37,406","31,795","27,065",High Concern
West Virginia,2016,Unknown,0,0,0,
West Virginia,2017,Medicaid,"661,882","655,026","558,169",
West Virginia,2017,CHIP,"35,269","30,089","24,855",High Concern
West Virginia,2017,Unknown,0,0,0,
West Virginia,2018,Medicaid,"636,429","629,775","537,270",
West Virginia,2018,CHIP,"40,509","35,467","29,748",
West Virginia,2018,Unknown,0,0,0,
West Virginia,2019,Medicaid,"620,370","613,875","521,488",
West Virginia,2019,CHIP,"41,646","36,542","30,746",
West Virginia,2019,Unknown,0,0,0,
West Virginia,2020,Medicaid,"607,884","605,498","538,949",
West Virginia,2020,CHIP,"39,923","35,009","33,149",
West Virginia,2020,Unknown,0,0,0,
West Virginia,2021,Medicaid,"644,461","643,158","595,511",
