state,year,pct_65plus
MN,2015,14.63356081294317
MS,2015,14.712060431213652
MO,2015,15.770911559605656
MT,2015,17.135151228567924
NE,2015,14.751505688628471
NV,2015,14.699017975035897
NH,2015,16.423515849281177
NJ,2015,15.20607579920404
NM,2015,15.819795322987869
NY,2015,15.271981286325225
NC,2015,15.233991035471137
ND,2015,14.30854781610455
OH,2015,15.87391617517201
OK,2015,14.768456266331118
OR,2015,16.293324362194618
PA,2015,17.030154126025344
RI,2015,16.119299478931644
SC,2015,16.374337782752168
SD,2015,15.542578812577133
TN,2015,15.416616971974628
TX,2015,11.706860827037977
UT,2015,10.286997328305524
VT,2015,17.46703239581917
VA,2015,14.403859732841763
WA,2015,14.458691411206036
WV,2015,18.302476389810884
WI,2015,15.541762630908073
WY,2015,14.612444292080905
AL,2016,16.152911883749223
AK,2016,10.859220816684859
AZ,2016,16.712341227957452
AR,2016,16.32463098852619
CA,2016,13.615171080278891
CO,2016,13.425274615190293
CT,2016,16.434307475552668
DE,2016,17.654603369130566
DC,2016,12.01381204147711
FL,2016,19.776295599469584
GA,2016,13.216252483867304
HI,2016,17.840830690308977
ID,2016,15.023224705421717
IL,2016,14.794178648561688
IN,2016,14.989729933960815
IA,2016,16.366598889856725
KS,2016,15.090927573976119
KY,2016,15.633316492665267
LA,2016,14.526015653175513
ME,2016,19.417926563440414
MD,2016,14.673958827928274
MA,2016,15.787025799241771
MI,2016,16.257892989707567
MN,2016,15.02612044137055
MS,2016,15.095046305471671
MO,2016,16.14796021659459
MT,2016,17.64520651893395
NE,2016,15.071486246490432
NV,2016,15.08089519917174
NH,2016,16.934053915520828
NJ,2016,15.557931102324897
NM,2016,16.357076706957976
NY,2016,15.669422215799672
NC,2016,15.61427539398217
ND,2016,14.660889072869791
OH,2016,16.260848878445188
OK,2016,15.070683872056756
OR,2016,16.665684798952196
PA,2016,17.420819541701903
RI,2016,16.47151159921495
SC,2016,16.864466626600944
SD,2016,15.885359144925143
TN,2016,15.755597816825047
TX,2016,11.972272265981458
UT,2016,10.52350515233255
VT,2016,18.107053940578314
VA,2016,14.831591203840476
WA,2016,14.802655868442674
WV,2016,18.850317894014943
WI,2016,15.9881333768526
WY,2016,15.188994935856472
AL,2017,16.552345895120336
AK,2017,11.495771560042181
AZ,2017,17.173352610998425
AR,2017,16.634107667169086
CA,2017,13.978759316479977
CO,2017,13.84961018721728
CT,2017,16.816120183890185
DE,2017,18.24951182105413
DC,2017,12.09031686252546
FL,2017,20.129053123071518
GA,2017,13.582206813120088
HI,2017,18.43176325481128
ID,2017,15.405003999960378
IL,2017,15.213326631384723
IN,2017,15.354562754914411
IA,2017,16.7075098273386
KS,2017,15.51186954148377
KY,2017,16.001266991689985
LA,2017,14.987002850717383
ME,2017,19.99443970262151
MD,2017,15.066757255129522
MA,2017,16.121037951391774
MI,2017,16.691572282521232
MN,2017,15.423233911880784
MS,2017,15.494493534135252
MO,2017,16.513296317487207
MT,2017,18.14014868755808
NE,2017,15.39814105221721
NV,2017,15.435539446040874
NH,2017,17.477297037255024
NJ,2017,15.871443718389328
NM,2017,16.945266225987815
NY,2017,16.088506021267804
NC,2017,16.0013628443312
ND,2017,15.10705175413318
OH,2017,16.646732848487282
OK,2017,15.417003423940198
OR,2017,17.103041620524845
PA,2017,17.81996576689429
RI,2017,16.870318338719084
SC,2017,17.34409743182505
SD,2017,16.210150864520696
TN,2017,16.059459708141542
TX,2017,12.265885470653526
UT,2017,10.774227692387127
VT,2017,18.71977736929413
VA,2017,15.225966534980381
WA,2017,15.131336144983758
WV,2017,19.415792152062387
WI,2017,16.44995678813197
WY,2017,15.940202572107593
AL,2018,16.954875772290716
AK,2018,12.142249613073243
AZ,2018,17.622439657582
AR,2018,16.98093253454885
CA,2018,14.372857731503995
CO,2018,14.277591353526033
CT,2018,17.238495154652266
DE,2018,18.85147820239132
DC,2018,12.273821387067024
FL,2018,20.506159146686805
GA,2018,13.97299525827583
HI,2018,19.025997590396422
ID,2018,15.846857027822132
IL,2018,15.667321877461667
IN,2018,15.707577511996238
IA,2018,17.088985158657703
KS,2018,15.935850785394663
KY,2018,16.40017988644668
LA,2018,15.46390932009215
ME,2018,20.643598450499493
MD,2018,15.508098845319571
MA,2018,16.515807051225224
MI,2018,17.152549632261064
MN,2018,15.85160130174547
MS,2018,15.93016447148988
MO,2018,16.90332403209329
MT,2018,18.72703769220302
NE,2018,15.73861954532379
NV,2018,15.786796702006724
NH,2018,18.05496563262924
NJ,2018,16.236377846272735
NM,2018,17.541207135285813
NY,2018,16.520830457953156
NC,2018,16.412565872871465
ND,2018,15.492456391313992
OH,2018,17.044581058541834
OK,2018,15.771543709273592
OR,2018,17.615432248917056
PA,2018,18.237892874245794
RI,2018,17.273387391862403
SC,2018,17.837451108678536
SD,2018,16.676237523161284
TN,2018,16.389023218702814
TX,2018,12.59107440970959
UT,2018,11.071072825029093
VT,2018,19.375519639364274
VA,2018,15.67243386289391
WA,2018,15.533303079860605
WV,2018,19.95958962471648
WI,2018,16.91343142609277
WY,2018,16.666869228084735
AL,2019,17.39971948592035
AK,2019,12.819496758474873
AZ,2019,18.0933569629945
AR,2019,17.37491490443266
CA,2019,14.814593431005513
CO,2019,14.740361513471347
CT,2019,17.720852841944843
DE,2019,19.466221423067044
DC,2019,12.509012870663177
FL,2019,20.97581475810744
GA,2019,14.379283238832521
HI,2019,19.631329679712184
ID,2019,16.29601875529957
IL,2019,16.157749661379547
IN,2019,16.110071535053365
IA,2019,17.487271177283887
KS,2019,16.43365390970411
KY,2019,16.841461443846907
LA,2019,15.985407418943687
ME,2019,21.213983030360733
MD,2019,15.952608549891535
MA,2019,16.948802240945145
MI,2019,17.665322190390906
MN,2019,16.305880345524773
MS,2019,16.416199092701795
MO,2019,17.343354088932546
MT,2019,19.301268937014445
NE,2019,16.16098942607991
NV,2019,16.158805536336224
NH,2019,18.647933945089097
NJ,2019,16.620062702560052
NM,2019,18.093620673388
NY,2019,16.98262456624693
NC,2019,16.842374797684062
ND,2019,15.865156479867187
OH,2019,17.48841757098267
OK,2019,16.143359960699662
OR,2019,18.14138572890187
PA,2019,18.71541969301556
RI,2019,17.761431566240592
SC,2019,18.342029293720437
SD,2019,17.17779608538992
TN,2019,16.797141956782802
TX,2019,12.906809867508327
UT,2019,11.410180935280925
VT,2019,19.988804665471214
VA,2019,16.10727847707636
WA,2019,15.946091520160468
WV,2019,20.488526951020237
WI,2019,17.434915558957563
WY,2019,17.316097591409626
AL,2020,17.249807894624674
AK,2020,13.187639284279038
AZ,2020,18.302692057444734
AR,2020,17.181905720736236
CA,2020,14.843298030519696
CO,2020,14.82485128883014
CT,2020,17.625466528413234
DE,2020,19.45540411588929
DC,2020,12.567341895383233
FL,2020,20.85985787076288
GA,2020,14.370848521236951
HI,2020,19.840524063336147
ID,2020,16.361412061480383
IL,2020,16.083289775554853
IN,2020,16.05241847705215
IA,2020,17.44651111772725
KS,2020,16.311545359696826
KY,2020,16.767383268497646
LA,2020,15.908109093222706
ME,2020,21.31511060204529
MD,2020,15.83069624500203
MA,2020,16.975707362862103
MI,2020,17.64773873278793
MN,2020,16.310271031376313
MS,2020,16.49315457035442
MO,2020,17.186908096012335
MT,2020,19.387524417914744
NE,2020,16.065780504779124
NV,2020,16.32172084621412
NH,2020,18.79382838319747
NJ,2020,16.368895775888948
NM,2020,18.42751259330108
NY,2020,16.81084281796444
NC,2020,16.719748640275906
ND,2020,15.934228219218543
OH,2020,17.448287465669004
OK,2020,15.947311079487124
OR,2020,18.166140454181797
PA,2020,18.6222252562816
RI,2020,17.748112895231163
SC,2020,18.262061898573656
SD,2020,17.35171640263806
TN,2020,16.574426215457247
TX,2020,12.972896243455047
UT,2020,11.35522210739549
VT,2020,20.18646778429103
VA,2020,16.056038825742487
WA,2020,15.889625863808007
WV,2020,20.348482818675063
WI,2020,17.522917169831288
WY,2020,17.518316706018172
AL,2021,17.484311395031984
AK,2021,13.77863967511276
AZ,2021,18.65440179093285
AR,2021,17.355137339636453
CA,2021,15.321791006869447
CO,2021,15.29174935332554
CT,2021,18.012016526681194
DE,2021,20.006790527214537
DC,2021,12.837516199125735
FL,2021,21.239471600978177
GA,2021,14.728963935298939
HI,2021,20.553285372249135
ID,2021,16.628612094253313
IL,2021,16.561892864373654
IN,2021,16.37542035392711
IA,2021,17.769328897671276
KS,2021,16.695524627440868
KY,2021,17.105557076168296
LA,2021,16.358181215426967
ME,2021,21.817359907819387
MD,2021,16.274798815108987
MA,2021,17.386744507820918
MI,2021,18.149120004845006
MN,2021,16.78430756671166
MS,2021,16.82154532159062
MO,2021,17.508280929413505
MT,2021,19.718902259387676
NE,2021,16.42326428662258
NV,2021,16.716775835347693
NH,2021,19.416968976912916
NJ,2021,16.808011953369768
NM,2021,18.936041303836475
NY,2021,17.44570504883406
NC,2021,17.012041732792603
ND,2021,16.292862631885022
OH,2021,17.858413466771154
OK,2021,16.137331599335777
OR,2021,18.660049125998356
PA,2021,18.98986599941749
RI,2021,18.248546870400403
SC,2021,18.62118630786967
SD,2021,17.665422980278688
TN,2021,16.86785418303228
TX,2021,13.223371326820077
UT,2021,11.615489838496593
VT,2021,20.78657502785793
VA,2021,16.478778980546746
WA,2021,16.4059814994772
WV,2021,20.70720705078731
WI,2021,18.039138324232123
WY,2021,18.108289337577258
AL,2022,17.83136630947048
AK,2022,14.279677376331103
AZ,2022,18.940667205026724
AR,2022,17.616612652331103
CA,2022,15.728988491890231
CO,2022,15.68527226469056
CT,2022,18.499040497297255
DE,2022,20.61527873365451
DC,2022,12.926565986972319
FL,2022,21.404686005930806
GA,2022,15.04440077573769
HI,2022,21.134982918078247
ID,2022,16.943229731031792
IL,2022,17.04475847403834
IN,2022,16.738489612474645
IA,2022,18.15394530631592
KS,2022,17.125410363005187
KY,2022,17.43443776924707
LA,2022,16.854114429990478
ME,2022,22.369930761622157
MD,2022,16.741260700020334
MA,2022,17.881665544974354
MI,2022,18.61800154226772
MN,2022,17.311022490008277
MS,2022,17.209797228376157
MO,2022,17.92857673464449
MT,2022,20.07454482074384
NE,2022,16.810270277969384
NV,2022,17.048418035685895
NH,2022,20.09420265460674
NJ,2022,17.225068673546744
NM,2022,19.452176351266754
NY,2022,17.99021285844095
NC,2022,17.362685468905624
ND,2022,16.753375304966298
OH,2022,18.254322295102106
OK,2022,16.371078920231238
OR,2022,19.102318946190056
PA,2022,19.470820436763326
RI,2022,18.752383332998832
SC,2022,18.99397436529746
SD,2022,18.037795219990336
TN,2022,17.098426021058156
TX,2022,13.472923280363755
UT,2022,11.875389235154582
VT,2022,21.448545343432286
VA,2022,16.917523417653157
WA,2022,16.78670885209644
WV,2022,21.078129342374584
WI,2022,18.54194101224816
WY,2022,18.664879051252452
AL,2023,18.21013427292788
AK,2023,14.764355128000648
AZ,2023,19.31519285994315
AR,2023,17.93278150793423
CA,2023,16.176567645697308
CO,2023,16.09375306328937
CT,2023,18.995371065116764
DE,2023,21.225817818531024
DC,2023,13.001197128645286
FL,2023,21.605547737081437
GA,2023,15.422067436125372
HI,2023,21.64098091429526
ID,2023,17.353732967340697
IL,2023,17.49687932563332
IN,2023,17.14752055579509
IA,2023,18.54194827430837
KS,2023,17.525247717802827
KY,2023,17.767137685905723
LA,2023,17.343650442758452
ME,2023,22.953114065780266
MD,2023,17.233933780216365
MA,2023,18.349917940597827
MI,2023,19.1253487342803
MN,2023,17.79527528941212
MS,2023,17.64016484726804
MO,2023,18.35705545366557
MT,2023,20.580436337910545
NE,2023,17.1599950540147
NV,2023,17.392644426047823
NH,2023,20.8219598330539
NJ,2023,17.608898936597008
NM,2023,19.91177543631924
NY,2023,18.482821409265345
NC,2023,17.701453043098798
ND,2023,17.116974240062007
OH,2023,18.69165948662125
OK,2023,16.663794755156154
OR,2023,19.560975598284276
PA,2023,19.951836729864247
RI,2023,19.262691828381374
SC,2023,19.384311624451662
SD,2023,18.457279501286347
TN,2023,17.409431693530635
TX,2023,13.729841886337203
UT,2023,12.145259571557604
VT,2023,22.123286615168755
VA,2023,17.361210126611017
WA,2023,17.151737105964443
WV,2023,21.50116956718953
WI,2023,19.076726863779662
WY,2023,19.234188468376935
AL,2024,18.575539931830814
AK,2024,15.198255358412789
AZ,2024,19.67525853938384
AR,2024,18.246632097476688
CA,2024,16.59607809886773
CO,2024,16.47655086494628
CT,2024,19.460047263030233
DE,2024,21.84268702779309
DC,2024,13.010573352633898
FL,2024,21.840743145915855
GA,2024,15.822456453080314
HI,2024,22.068473112039865
ID,2024,17.73634818606383
IL,2024,17.892793766089387
IN,2024,17.533814677526497
IA,2024,18.893256535967375
KS,2024,17.9026422630576
KY,2024,18.080771474244642
LA,2024,17.772228458842125
ME,2024,23.520266747948256
MD,2024,17.67836823848536
MA,2024,18.74360607491055
MI,2024,19.58779023799792
MN,2024,18.250126973527703
MS,2024,18.032745515489
MO,2024,18.773092515484898
MT,2024,21.108744636849092
NE,2024,17.479669103339678
NV,2024,17.690612241889173
NH,2024,21.53651731262114
NJ,2024,17.971544718872742
NM,2024,20.292794133346938
NY,2024,18.91658087271718
NC,2024,18.028122888687445
ND,2024,17.45034282797294
OH,2024,19.108888566319965
OK,2024,16.972526351114
OR,2024,19.92085081394603
PA,2024,20.388066849174855
RI,2024,19.724113786821597
SC,2024,19.790460327196936
SD,2024,18.860942330878228
TN,2024,17.730928823853667
TX,2024,13.992369213305924
UT,2024,12.37638207024542
VT,2024,22.768439658336906
VA,2024,17.760904938686302
WA,2024,17.44099521165264
WV,2024,21.892140050118797
WI,2024,19.61024254300767
WY,2024,19.76338882965636
