utilization_type,state,ndc,product_name,year,quarter,suppression_used,units_reimbursed,number_of_prescriptions,total_amount_reimbursed
FFSU,AK,00002143380,TRULICITY ,2015,4,true,,,
FFSU,AK,00002143480,TRULICITY ,2015,4,true,,,
FFSU,AK,00002143380,TRULICITY ,2015,3,true,,,
FFSU,AK,00002143480,TRULICITY ,2015,3,true,,,
FFSU,AK,00002143380,TRULICITY ,2015,2,true,,,
FFSU,AK,00002143380,TRULICITY ,2015,1,true,,,
FFSU,AL,00002143380,TRULICITY ,2015,4,false,74.500,38,20061.03
FFSU,AL,00002143480,TRULICITY ,2015,4,false,54.000,27,16697.74
FFSU,AL,00002143380,TRULICITY ,2015,3,false,40.500,20,10784.31
FFSU,AL,00002143480,TRULICITY ,2015,3,false,40.000,19,10782.16
FFSU,AL,00002143380,TRULICITY ,2015,2,false,30.000,13,7470.00
FFSU,AL,00002143401,TRULICITY ,2015,2,true,,,
FFSU,AL,00002143480,TRULICITY ,2015,2,false,28.000,13,7590.66
FFSU,AL,00002143380,TRULICITY ,2015,1,true,,,
FFSU,AL,00002143480,TRULICITY ,2015,1,true,,,
MCOU,AZ,00002143380,TRULICITY ,2015,4,false,28.000,13,7541.75
MCOU,AZ,00002143480,TRULICITY ,2015,4,false,22.000,11,5949.39
MCOU,AZ,00002143380,TRULICITY ,2015,3,false,24.000,12,6246.87
MCOU,AZ,00002143480,TRULICITY ,2015,3,true,,,
MCOU,AZ,00002143380,TRULICITY ,2015,2,true,,,
FFSU,CA,00002143301,TRULICITY ,2015,4,true,,,
MCOU,CA,00002143301,TRULICITY ,2015,4,true,,,
MCOU,CA,00002143380,TRULICITY ,2015,4,false,220.000,105,54826.64
FFSU,CA,00002143380,TRULICITY ,2015,4,false,244.500,108,65058.45
FFSU,CA,00002143401,TRULICITY ,2015,4,true,,,
FFSU,CA,00002143480,TRULICITY ,2015,4,false,185.000,90,47895.25
MCOU,CA,00002143480,TRULICITY ,2015,4,false,185.000,89,49342.37
FFSU,CA,00002143301,TRULICITY ,2015,3,true,,,
MCOU,CA,00002143380,TRULICITY ,2015,3,false,136.000,66,32933.02
FFSU,CA,00002143380,TRULICITY ,2015,3,false,185.000,87,49154.15
