utilization_type,state,ndc,product_name,year,quarter,suppression_used,units_reimbursed,number_of_prescriptions,total_amount_reimbursed
FFSU,FL,00169406013,VICTOZA 3-,2012,1,false,225.000,25,10783.75
MCOU,GA,00169406012,VICTOZA   ,2012,4,false,174.000,29,9027.90
FFSU,GA,00169406012,VICTOZA   ,2012,4,false,276.000,46,14501.08
FFSU,GA,00169406013,Victoza 6M,2012,4,false,507.000,58,26430.95
MCOU,GA,00169406013,Victoza 6M,2012,4,false,318.000,36,16274.32
MCOU,GA,00169406012,VICTOZA   ,2012,3,false,168.000,28,8361.41
FFSU,GA,00169406012,VICTOZA   ,2012,3,false,282.000,47,14410.22
FFSU,GA,00169406013,Victoza 6M,2012,3,false,375.000,43,18839.70
MCOU,GA,00169406013,VICTOZA   ,2012,3,false,207.000,23,10225.88
FFSU,GA,00169406012,VICTOZA   ,2012,2,false,228.000,38,10992.59
MCOU,GA,00169406012,VICTOZA   ,2012,2,false,204.000,34,9806.28
FFSU,GA,00169406013,VICTOZA   ,2012,2,false,321.000,37,15331.63
MCOU,GA,00169406013,VICTOZA   ,2012,2,false,162.000,18,7734.88
MCOU,GA,00169406012,VICTOZA   ,2012,1,false,126.000,21,6007.51
FFSU,GA,00169406012,VICTOZA   ,2012,1,false,150.000,25,7268.84
MCOU,GA,00169406013,VICTOZA   ,2012,1,false,135.000,15,6417.13
FFSU,GA,00169406013,VICTOZA   ,2012,1,false,273.000,31,13211.05
MCOU,HI,00169406012,VICTOZA 2-,2012,4,false,569.000,96,29788.01
MCOU,HI,00169406013,VICTOZA 3-,2012,4,false,1215.000,135,63680.39
MCOU,HI,00169406012,VICTOZA 2-,2012,3,false,612.000,97,30170.60
MCOU,HI,00169406013,VICTOZA 3-,2012,3,false,1143.000,127,57848.75
MCOU,HI,00169406012,VICTOZA 2-,2012,2,false,456.000,76,22699.97
MCOU,HI,00169406013,VICTOZA 3-,2012,2,false,990.000,110,48675.92
MCOU,HI,00169406012,VICTOZA 2-,2012,1,false,306.000,51,15167.76
MCOU,HI,00169406013,VICTOZA 3-,2012,1,false,717.000,79,34820.84
FFSU,IA,00169406012,VICTOZA   ,2012,4,false,195.000,31,9479.85
FFSU,IA,00169406013,VICTOZA   ,2012,4,false,495.000,57,20743.11
FFSU,IA,00169406012,VICTOZA   ,2012,3,false,126.000,20,5730.62
FFSU,IA,00169406013,VICTOZA   ,2012,3,false,582.000,66,25814.98
FFSU,IA,00169406012,VICTOZA   ,2012,2,false,150.000,24,7449.89
FFSU,IA,00169406013,VICTOZA   ,2012,2,false,540.000,60,22723.32
FFSU,IA,00169406012,VICTOZA   ,2012,1,false,177.000,30,7981.60
FFSU,IA,00169406013,VICTOZA   ,2012,1,false,351.000,39,15953.08
FFSU,ID,00169406012,VICTOZA 2-,2012,4,false,186.000,31,9597.65
FFSU,ID,00169406013,VICTOZA 3-,2012,4,false,396.000,44,20198.08
FFSU,ID,00169406012,VICTOZA 2-,2012,3,false,156.000,26,7751.64
FFSU,ID,00169406013,VICTOZA 3-,2012,3,false,342.000,38,16908.57
FFSU,ID,00169406012,VICTOZA 2-,2012,2,false,116.000,20,5583.64
FFSU,ID,00169406013,VICTOZA 3-,2012,2,false,270.000,30,12816.72
FFSU,ID,00169406012,VICTOZA 2-,2012,1,false,90.000,15,4328.73
FFSU,ID,00169406013,VICTOZA 3-,2012,1,false,234.000,26,11093.85
MCOU,IL,00169406012,VICTOZA 2-,2012,4,true,,,
FFSU,IL,00169406012,VICTOZA 2-,2012,4,false,234.000,39,11905.19
MCOU,IL,00169406013,VICTOZA 3-,2012,4,true,,,
FFSU,IL,00169406013,VICTOZA 3-,2012,4,false,858.000,96,43545.81
FFSU,IL,00169406012,VICTOZA 2-,2012,3,false,303.000,51,14620.51
MCOU,IL,00169406012,VICTOZA 2-,2012,3,false,78.000,13,6671.06
MCOU,IL,00169406013,VICTOZA 3-,2012,3,true,,,
FFSU,IL,00169406013,VICTOZA 3-,2012,3,false,828.000,92,39785.47
FFSU,IL,00169406012,VICTOZA 2-,2012,2,false,207.000,35,10007.66
FFSU,IL,00169406013,VICTOZA 3-,2012,2,false,504.000,56,24251.52
FFSU,IL,00169406012,VICTOZA 2-,2012,1,false,267.000,45,12560.33
FFSU,IL,00169406013,VICTOZA 3-,2012,1,false,702.000,79,33355.45
FFSU,IN,00169406012,VICTOZA 2-,2012,4,false,2697.000,414,138346.45
FFSU,IN,00169406013,VICTOZA 3-,2012,4,false,8112.000,785,411154.22
FFSU,IN,00169406012,VICTOZA 2-,2012,3,false,2502.000,388,124015.50
FFSU,IN,00169406013,VICTOZA 3-,2012,3,false,7548.000,726,374171.74
FFSU,IN,00169406012,Victoza 6M,2012,2,false,2253.000,349,107353.94
FFSU,IN,00169406013,Victoza 6M,2012,2,false,6556.000,656,312879.05
FFSU,IN,00169406012,VICTOZA 2-,2012,1,false,2665.000,414,127016.07
FFSU,IN,00169406013,Victoza 6M,2012,1,false,5544.000,1094,530786.01
FFSU,KS,00169406012,Victoza 6M,2012,4,false,516.000,86,27418.43
MCOU,KS,00169406012,Victoza 6M,2012,4,false,78.000,13,4061.45
MCOU,KS,00169406013,Victoza 6M,2012,4,false,144.000,16,7537.40
FFSU,KS,00169406013,Victoza 6M,2012,4,false,684.000,78,35068.13
FFSU,KS,00169406012,Victoza 6M,2012,3,false,462.000,77,23712.74
MCOU,KS,00169406012,Victoza 6M,2012,3,false,78.000,13,3813.58
MCOU,KS,00169406013,Victoza 6M,2012,3,false,99.000,11,4944.77
FFSU,KS,00169406013,Victoza 6M,2012,3,false,771.000,87,38284.51
FFSU,KS,00169406012,Victoza 6M,2012,2,false,435.000,72,21535.61
MCOU,KS,00169406012,Victoza 6M,2012,2,false,138.000,23,6618.72
MCOU,KS,00169406013,Victoza 6M,2012,2,true,,,
FFSU,KS,00169406013,Victoza 6M,2012,2,false,540.000,60,26618.00
FFSU,KS,00169406012,Victoza 6M,2012,1,false,564.000,94,27868.52
FFSU,KS,00169406013,Victoza 6M,2012,1,false,585.000,65,28855.10
FFSU,KY,00169406012,VICTOZA 2-,2012,4,true,,,
MCOU,KY,00169406012,VICTOZA 2-,2012,4,false,684.000,107,35624.31
MCOU,KY,00169406013,VICTOZA 3-,2012,4,false,1365.000,152,71196.43
FFSU,KY,00169406013,VICTOZA 3-,2012,4,true,,,
FFSU,KY,00169406012,VICTOZA 2-,2012,3,true,,,
MCOU,KY,00169406012,VICTOZA 2-,2012,3,false,885.000,145,44807.33
MCOU,KY,00169406013,VICTOZA 3-,2012,3,false,1581.000,176,80293.86
FFSU,KY,00169406013,VICTOZA 3-,2012,3,true,,,
FFSU,KY,00169406012,VICTOZA 2-,2012,2,true,,,
MCOU,KY,00169406012,VICTOZA 2-,2012,2,false,615.020,95,30621.85
MCOU,KY,00169406013,VICTOZA 3-,2012,2,false,1371.000,153,66931.93
MCOU,KY,00169406012,VICTOZA 2-,2012,1,false,987.000,152,48325.01
FFSU,KY,00169406012,VICTOZA 2-,2012,1,true,,,
FFSU,KY,00169406013,VICTOZA 3-,2012,1,true,,,
MCOU,KY,00169406013,VICTOZA 3-,2012,1,false,1422.000,158,69842.21
MCOU,LA,00169406012,VICTOZA 2-,2012,4,false,642.000,101,32622.97
FFSU,LA,00169406012,VICTOZA 2-,2012,4,false,1410.000,224,72775.54
MCOU,LA,00169406013,VICTOZA 3-,2012,4,false,891.000,101,45157.69
FFSU,LA,00169406013,VICTOZA 3-,2012,4,false,2433.000,259,124634.73
FFSU,LA,00169406012,VICTOZA 2-,2012,3,false,2499.000,388,125798.40
FFSU,LA,00169406013,VICTOZA 3-,2012,3,false,4149.000,431,207696.87
FFSU,LA,00169406012,VICTOZA 2-,2012,2,false,1677.000,257,81715.81
FFSU,LA,00169406013,VICTOZA 3-,2012,2,false,2412.000,247,115445.32
FFSU,LA,00169406012,VICTOZA 2-,2012,1,false,1452.000,227,70777.40
FFSU,LA,00169406013,VICTOZA 3-,2012,1,false,2583.000,262,123598.46
FFSU,MA,00169406012,VICTOZA 2-,2012,4,false,714.000,119,33151.82
MCOU,MA,00169406012,VICTOZA 2-,2012,4,false,750.000,101,38125.84
MCOU,MA,00169406013,VICTOZA 3-,2012,4,false,1086.000,98,54886.61
FFSU,MA,00169406013,VICTOZA 3-,2012,4,false,1287.000,137,60356.58
MCOU,MA,00169406012,VICTOZA 2-,2012,3,false,687.000,92,33415.61
FFSU,MA,00169406012,VICTOZA 2-,2012,3,false,522.000,87,22870.91
FFSU,MA,00169406013,VICTOZA 3-,2012,3,false,846.000,89,38811.82
MCOU,MA,00169406013,VICTOZA 3-,2012,3,false,1086.000,102,52553.51
FFSU,MA,00169406012,VICTOZA 2-,2012,2,false,534.000,89,22920.47
MCOU,MA,00169406012,VICTOZA 2-,2012,2,false,375.000,61,17945.91
MCOU,MA,00169406013,VICTOZA 3-,2012,2,false,825.000,92,39459.40
FFSU,MA,00169406013,VICTOZA 3-,2012,2,false,1080.000,118,48472.80
FFSU,MA,00169406012,VICTOZA 2-,2012,1,false,855.000,141,39395.61
FFSU,MA,00169406013,VICTOZA 3-,2012,1,false,1617.000,177,74056.51
MCOU,MD,00169406012,VICTOZA 2-,2012,4,false,531.000,89,28398.59
FFSU,MD,00169406012,VICTOZA 2-,2012,4,true,,,
FFSU,MD,00169406013,VICTOZA 3-,2012,4,false,144.000,14,7725.58
MCOU,MD,00169406013,VICTOZA 3-,2012,4,false,1677.000,187,86863.90
MCOU,MD,00169406012,VICTOZA 2-,2012,3,false,426.000,71,21326.46
FFSU,MD,00169406012,VICTOZA 2-,2012,3,true,,,
MCOU,MD,00169406013,VICTOZA 3-,2012,3,false,1293.000,144,65017.87
FFSU,MD,00169406013,VICTOZA 3-,2012,3,true,,,
MCOU,MD,00169406012,VICTOZA 2-,2012,2,false,426.000,70,19789.29
FFSU,MD,00169406012,VICTOZA 2-,2012,2,true,,,
FFSU,MD,00169406013,VICTOZA 3-,2012,2,true,,,
MCOU,MD,00169406013,VICTOZA 3-,2012,2,false,1194.000,134,56545.38
FFSU,MD,00169406012,VICTOZA 2-,2012,1,true,,,
MCOU,MD,00169406012,VICTOZA 2-,2012,1,false,339.000,55,16909.27
MCOU,MD,00169406013,VICTOZA 3-,2012,1,false,918.000,102,45449.20
FFSU,MD,00169406013,VICTOZA 3-,2012,1,true,,,
FFSU,ME,00169406012,VICTOZA   ,2012,4,false,126.000,21,6104.76
FFSU,ME,00169406013,VICTOZA   ,2012,4,false,600.000,63,27203.58
FFSU,ME,00169406012,VICTOZA   ,2012,3,false,168.000,28,7632.47
FFSU,ME,00169406013,VICTOZA   ,2012,3,false,597.000,59,25194.99
FFSU,ME,00169406012,VICTOZA   ,2012,2,false,123.000,21,5809.13
FFSU,ME,00169406013,VICTOZA   ,2012,2,false,450.000,50,19231.70
FFSU,ME,00169406012,VICTOZA   ,2012,1,false,186.000,31,7236.80
FFSU,ME,00169406013,VICTOZA   ,2012,1,false,531.000,57,20935.49
MCOU,MI,00169406012,VICTOZA 2-,2012,4,false,672.000,111,32038.36
FFSU,MI,00169406012,VICTOZA 2-,2012,4,false,387.000,63,17542.23
FFSU,MI,00169406013,VICTOZA 3-,2012,4,false,717.000,66,35899.53
MCOU,MI,00169406013,VICTOZA 3-,2012,4,false,1392.000,156,65772.58
FFSU,MI,00169406012,VICTOZA 2-,2012,3,false,399.000,60,17179.33
MCOU,MI,00169406012,VICTOZA 2-,2012,3,false,687.000,113,29249.04
MCOU,MI,00169406013,VICTOZA 3-,2012,3,false,1113.000,124,43352.55
FFSU,MI,00169406013,VICTOZA 3-,2012,3,false,645.000,62,32226.19
MCOU,MI,00169406012,VICTOZA 2-,2012,2,false,657.000,103,26308.13
FFSU,MI,00169406012,VICTOZA 2-,2012,2,false,342.000,54,15353.31
FFSU,MI,00169406013,VICTOZA 3-,2012,2,false,594.000,56,23973.12
MCOU,MI,00169406013,VICTOZA 3-,2012,2,false,1134.000,128,42591.91
FFSU,MI,00169406012,VICTOZA 2-,2012,1,false,279.000,42,10783.76
MCOU,MI,00169406012,VICTOZA 2-,2012,1,false,537.000,88,19461.56
MCOU,MI,00169406013,VICTOZA 3-,2012,1,false,945.000,106,33066.00
FFSU,MI,00169406013,VICTOZA 3-,2012,1,false,540.000,53,25485.46
MCOU,MN,00169406012,VICTOZA 2-,2012,4,false,1542.000,257,81319.97
FFSU,MN,00169406012,VICTOZA 2-,2012,4,false,177.000,29,9164.63
FFSU,MN,00169406013,VICTOZA 3-,2012,4,false,306.000,34,14703.65
MCOU,MN,00169406013,VICTOZA 3-,2012,4,false,2793.000,316,147206.02
FFSU,MN,00169406012,VICTOZA 2-,2012,3,false,141.000,25,5970.07
MCOU,MN,00169406012,VICTOZA 2-,2012,3,false,1470.000,241,75684.36
MCOU,MN,00169406013,VICTOZA 3-,2012,3,false,2436.000,275,125276.52
FFSU,MN,00169406013,VICTOZA 3-,2012,3,false,306.000,34,14173.36
MCOU,MN,00169406012,VICTOZA 2-,2012,2,false,1032.000,172,50197.73
FFSU,MN,00169406012,VICTOZA 2-,2012,2,false,165.000,29,7984.05
FFSU,MN,00169406013,VICTOZA 3-,2012,2,false,294.000,34,14122.94
MCOU,MN,00169406013,VICTOZA 3-,2012,2,false,2013.000,227,98061.51
FFSU,MN,00169406012,VICTOZA 2-,2012,1,false,216.000,37,8745.15
MCOU,MN,00169406012,VICTOZA 2-,2012,1,false,825.000,137,40045.50
MCOU,MN,00169406013,VICTOZA 3-,2012,1,false,1584.000,179,77091.32
FFSU,MN,00169406013,VICTOZA 3-,2012,1,false,324.000,36,15601.68
FFSU,MO,00169406012,VICTOZA 2-,2012,4,false,3057.000,504,173742.15
FFSU,MO,00169406013,VICTOZA 3-,2012,4,false,5931.000,656,333699.38
FFSU,MO,00169406012,VICTOZA 2-,2012,3,false,2588.000,431,140473.08
FFSU,MO,00169406013,VICTOZA 3-,2012,3,false,4986.030,550,267812.66
FFSU,MO,00169406012,VICTOZA 2-,2012,2,false,2532.000,419,133509.15
FFSU,MO,00169406013,VICTOZA 3-,2012,2,false,4620.000,510,241007.92
FFSU,MO,00169406012,VICTOZA 2-,2012,1,false,2364.000,387,124025.72
FFSU,MO,00169406013,VICTOZA 3-,2012,1,false,4137.000,456,215530.67
FFSU,MS,00169406012,VICTOZA 2-,2012,4,true,,,
MCOU,MS,00169406012,VICTOZA 2-,2012,4,true,,,
MCOU,MS,00169406013,VICTOZA 3-,2012,4,false,288.000,32,15408.88
FFSU,MS,00169406013,VICTOZA 3-,2012,4,false,198.000,22,10656.80
MCOU,MS,00169406012,VICTOZA 2-,2012,3,true,,,
FFSU,MS,00169406012,VICTOZA 2-,2012,3,true,,,
FFSU,MS,00169406013,VICTOZA 3-,2012,3,false,252.000,28,13064.80
MCOU,MS,00169406013,VICTOZA 3-,2012,3,false,171.000,19,8908.44
FFSU,MS,00169406012,VICTOZA 2-,2012,2,false,66.000,11,3305.50
MCOU,MS,00169406012,VICTOZA 2-,2012,2,true,,,
MCOU,MS,00169406013,VICTOZA 3-,2012,2,false,171.000,19,8527.20
FFSU,MS,00169406013,VICTOZA 3-,2012,2,false,261.000,29,13015.20
MCOU,MS,00169406012,VICTOZA 2-,2012,1,true,,,
FFSU,MS,00169406012,VICTOZA 2-,2012,1,true,,,
FFSU,MS,00169406013,VICTOZA 3-,2012,1,false,234.000,26,11668.80
MCOU,MS,00169406013,VICTOZA 3-,2012,1,false,153.000,17,7583.51
FFSU,MT,00169406012,VICTOZA 2-,2012,4,false,270.000,45,14140.65
FFSU,MT,00169406013,VICTOZA 3-,2012,4,false,171.000,19,7059.38
FFSU,MT,00169406012,VICTOZA 2-,2012,3,false,242.000,41,12075.25
FFSU,MT,00169406013,VICTOZA 3-,2012,3,false,117.000,13,5960.13
FFSU,MT,00169406012,VICTOZA 2-,2012,2,false,216.000,35,10479.28
FFSU,MT,00169406013,VICTOZA 3-,2012,2,false,135.000,15,6520.05
FFSU,MT,00169406012,VICTOZA 2-,2012,1,false,169.000,28,8228.00
FFSU,MT,00169406013,VICTOZA 3-,2012,1,false,144.000,16,6954.72
FFSU,XX,00169406012,VICTOZA 6M,2012,4,false,23562.000,3805,1231709.26
MCOU,XX,00169406012,VICTOZA 6M,2012,4,false,38468.000,6372,1981648.25
FFSU,XX,00169406013,VICTOZA 6M,2012,4,false,54960.000,5844,2845314.10
MCOU,XX,00169406013,VICTOZA 6M,2012,4,false,67128.000,7496,3437882.20
FFSU,XX,00169406012,VICTOZA 6M,2012,3,false,23288.000,3775,1169818.11
MCOU,XX,00169406012,VICTOZA 6M,2012,3,false,37693.001,6268,1872534.47
FFSU,XX,00169406013,VICTOZA 6M,2012,3,false,63465.030,6781,3171156.08
MCOU,XX,00169406013,VICTOZA 6M,2012,3,false,61198.001,6830,3031498.82
FFSU,XX,00169406012,VICTOZA 6M,2012,2,false,22162.000,3566,1090816.04
MCOU,XX,00169406012,VICTOZA 6M,2012,2,false,33214.820,5524,1589410.32
FFSU,XX,00169406013,VICTOZA 6M,2012,2,false,46867.800,4993,2298368.38
MCOU,XX,00169406013,VICTOZA 6M,2012,2,false,58306.801,6487,2775873.76
FFSU,XX,00169406012,VICTOZA 6M,2012,1,false,24478.400,3860,1184550.72
MCOU,XX,00169406012,VICTOZA 6M,2012,1,false,25058.932,4166,1196187.07
FFSU,XX,00169406013,VICTOZA 6M,2012,1,false,50832.500,5890,2761680.53
MCOU,XX,00169406013,VICTOZA 6M,2012,1,false,47243.187,5308,2222243.91
FFSU,NC,00169406012,VICTOZA 2-,2012,4,false,1452.000,232,78692.68
FFSU,NC,00169406013,VICTOZA 3-,2012,4,false,4779.000,523,252458.50
FFSU,NC,00169406012,VICTOZA 2-,2012,3,false,1608.000,265,84541.62
FFSU,NC,00169406013,VICTOZA 3-,2012,3,false,4860.000,534,253932.30
FFSU,NC,00169406012,VICTOZA 2-,2012,2,false,1567.000,254,79140.21
FFSU,NC,00169406013,VICTOZA 3-,2012,2,false,4590.000,507,231680.16
FFSU,NC,00169406012,VICTOZA 2-,2012,1,false,1782.000,296,90265.25
FFSU,NC,00169406013,VICTOZA 3-,2012,1,false,4851.000,539,244854.61
FFSU,ND,00169406012,VICTOZA 2-,2012,4,false,84.000,14,4589.21
FFSU,ND,00169406013,VICTOZA 3-,2012,4,false,126.000,14,6765.14
FFSU,ND,00169406012,VICTOZA 2-,2012,3,false,66.000,11,3524.19
FFSU,ND,00169406013,VICTOZA 3-,2012,3,false,171.000,19,8884.72
FFSU,ND,00169406012,VICTOZA 2-,2012,2,false,84.000,14,4162.99
FFSU,ND,00169406013,VICTOZA 3-,2012,2,false,162.000,18,7984.99
FFSU,ND,00169406012,VICTOZA 2-,2012,1,false,72.000,12,3389.49
FFSU,ND,00169406013,VICTOZA 3-,2012,1,false,144.000,16,7288.00
FFSU,NE,00169406012,Victoza 6M,2012,4,false,90.000,15,4908.30
FFSU,NE,00169406013,Victoza 6M,2012,4,false,378.000,42,18113.56
FFSU,NE,00169406012,Victoza 6M,2012,3,false,72.000,12,3845.08
FFSU,NE,00169406013,Victoza 6M,2012,3,false,270.000,30,13979.41
FFSU,NE,00169406012,Victoza 6M,2012,2,true,,,
FFSU,NE,00169406013,Victoza 6M,2012,2,false,315.000,35,15767.31
FFSU,NE,00169406012,Victoza 6M,2012,1,true,,,
FFSU,NE,00169406013,Victoza 6M,2012,1,false,171.000,19,7946.66
FFSU,NH,00169406012,VICTOZA 2-,2012,4,false,162.000,27,8257.04
FFSU,NH,00169406013,VICTOZA 3-,2012,4,false,630.000,67,32092.75
FFSU,NH,00169406012,VICTOZA 2-,2012,3,false,166.000,29,8822.66
