state,year,income_pc_nominal,income_pc_real,unemployment_rate
OR,2016,45467.0,59425.26793366587,4.75
OR,2017,47566.0,60872.015378888194,4.066666666666666
OR,2018,50209.0,62722.31792245133,4.033333333333333
OR,2019,52190.0,64036.55495358535,3.725
OR,2020,56663.0,68677.67953018512,7.574999999999999
OR,2021,62647.0,72523.46190611066,5.1499999999999995
OR,2022,63691.0,68268.64797419257,3.9416666666666664
OR,2023,67518.0,69509.46042781202,3.7916666666666665
OR,2024,70940.0,70940.0,4.291666666666667
PA,2011,44119.0,61526.13545662346,7.7
PA,2012,45637.0,62352.772646052246,7.583333333333333
PA,2013,45902.0,61809.43125504161,7.05
PA,2014,47467.0,62896.464285488,5.966666666666666
PA,2015,49291.0,65235.98005136058,5.416666666666667
PA,2016,50572.0,66097.49158601514,5.333333333333333
PA,2017,51886.0,66400.48332735553,4.9750000000000005
PA,2018,54468.0,68042.765492244,4.408333333333333
PA,2019,56139.0,68881.93444221743,4.266666666666667
PA,2020,60281.0,73062.83112011524,8.833333333333334
PA,2021,64003.0,74093.23882032341,5.95
PA,2022,65080.0,69757.47923820403,4.141666666666667
PA,2023,68101.0,70109.65615975631,3.658333333333333
PA,2024,70856.0,70856.0,3.8083333333333336
RI,2011,44095.0,61492.66626532358,11.1
RI,2012,45298.0,61889.60482329852,10.299999999999999
RI,2013,45104.0,60734.88273555393,9.483333333333333
RI,2014,46630.0,61787.39186450176,7.766666666666667
RI,2015,48049.0,63592.20964248695,6.016666666666667
RI,2016,48515.0,63408.997158418184,5.241666666666666
RI,2017,50414.0,64516.70906343332,4.4750000000000005
RI,2018,52132.0,65124.5768275256,4.05
RI,2019,55123.0,67635.31363683628,3.525
RI,2020,59277.0,71845.94549372225,9.258333333333333
RI,2021,63101.0,73049.03618269811,5.55
RI,2022,64538.0,69176.52420213909,3.225
RI,2023,67907.0,69909.9340808589,2.975
RI,2024,70743.0,70743.0,4.25
SC,2011,34406.0,47980.87482763858,10.358333333333333
SC,2012,35807.0,48922.27206295753,9.033333333333333
SC,2013,35923.0,48372.18855332795,7.425
SC,2014,37755.0,50027.514043411196,6.3
SC,2015,39598.0,52407.42403428164,5.8999999999999995
SC,2016,40752.0,53262.77341440498,4.8999999999999995
SC,2017,42385.0,54241.6930545805,4.191666666666666
SC,2018,43817.0,54737.274281663646,3.3666666666666667
SC,2019,46150.0,56625.54150427215,2.766666666666667
SC,2020,48763.0,59102.58346593751,6.0
SC,2021,53389.0,61805.91421305636,3.933333333333333
SC,2022,54550.0,58470.659072588045,3.1999999999999997
SC,2023,57735.0,59437.90837702135,2.966666666666667
SC,2024,60649.0,60649.0,4.108333333333333
SD,2011,44532.0,62102.08445690872,4.558333333333334
SD,2012,44996.0,61476.98924078635,4.016666666666667
SD,2013,44988.0,60578.68270013969,3.6999999999999997
SD,2014,46732.0,61922.54764340331,3.341666666666667
SD,2015,48308.0,63934.99268266269,3.025
SD,2016,48284.0,63107.080671896605,3.0
SD,2017,49408.0,63229.29268469301,3.016666666666667
SD,2018,51579.0,64433.755623934296,2.766666666666667
SD,2019,54408.0,66758.0165149391,2.7416666666666667
SD,2020,59595.0,72231.37341124512,4.141666666666667
SD,2021,67188.0,77780.36232457681,2.55
SD,2022,69795.0,74811.35930286493,1.9249999999999998
SD,2023,74201.0,76389.57719725229,1.8
SD,2024,75499.0,75499.0,1.825
TN,2011,37696.0,52568.94313499576,9.041666666666666
TN,2012,39079.0,53392.7296324271,7.925
TN,2013,39099.0,52648.83779880772,7.625
TN,2014,40225.0,53300.40398347809,6.575
TN,2015,41937.0,55503.05928899614,5.5249999999999995
TN,2016,42938.0,56119.87055525425,4.741666666666666
TN,2017,44407.0,56829.32319157146,3.733333333333333
TN,2018,46449.0,58025.23342787034,3.5
TN,2019,48903.0,60003.44217082169,3.3333333333333335
TN,2020,51979.0,63000.49599031983,7.491666666666666
TN,2021,57707.0,66804.6581035952,4.441666666666666
TN,2022,59097.0,63344.46451352403,3.3499999999999996
TN,2023,63437.0,65308.090304202015,3.25
TN,2024,66288.0,66288.0,3.375
TX,2011,41941.0,58488.80634616026,8.033333333333333
TX,2012,43869.0,59937.195328563794,6.708333333333333
TX,2013,44403.0,59790.94976292128,6.316666666666666
TX,2014,46747.0,61942.423493241775,5.183333333333334
TX,2015,46767.0,61895.49976794912,4.466666666666667
TX,2016,45868.0,59949.3740423029,4.666666666666667
TX,2017,48524.0,62098.00433597886,4.358333333333333
TX,2018,51346.0,64142.68629222223,3.9166666666666665
TX,2019,53271.0,65362.93004277534,3.525
TX,2020,54825.0,66449.95464840195,7.7250000000000005
TX,2021,60396.0,69917.58592241384,5.633333333333333
TX,2022,63758.0,68340.46344913049,3.933333333333333
TX,2023,67522.0,69513.57840882022,4.0249999999999995
TX,2024,69762.0,69762.0,4.116666666666666
UT,2011,34015.0,47435.6059193782,7.216666666666666
UT,2012,35622.0,48669.510861749746,4.758333333333334
UT,2013,36102.0,48613.22136659649,4.191666666666666
UT,2014,37621.0,49849.95645152093,3.625
UT,2015,39881.0,52781.9707538559,3.5
UT,2016,41295.0,53972.47320739728,3.3333333333333335
UT,2017,43030.0,55067.1240329975,3.158333333333333
UT,2018,45463.0,56793.49797264245,2.9166666666666665
UT,2019,48163.0,59095.47032438266,2.5416666666666665
UT,2020,51764.0,62739.90793287512,4.833333333333333
UT,2021,58325.0,67520.08740520543,2.7583333333333333
UT,2022,60713.0,65076.61089411619,2.3833333333333333
UT,2023,64431.0,66331.40858473824,2.725
UT,2024,67345.0,67345.0,3.266666666666667
VT,2011,43754.0,61017.12483893793,5.3999999999999995
VT,2012,44858.0,61288.44304745298,4.783333333333333
VT,2013,45296.0,60993.420725205106,4.416666666666667
VT,2014,46894.0,62137.206821658714,3.908333333333333
VT,2015,48117.0,63682.20673411611,3.475
VT,2016,48827.0,63816.78046488889,3.125
VT,2017,50009.0,63998.41519326451,2.9499999999999997
VT,2018,51691.0,64573.66877909203,2.5
VT,2019,54278.0,66598.50794732143,2.1
VT,2020,58157.0,70488.46352005676,5.6499999999999995
VT,2021,61110.0,70744.1498728179,3.483333333333333
VT,2022,63829.0,68416.56641510948,2.3166666666666664
VT,2023,68021.0,70027.29653959243,1.9333333333333333
VT,2024,71505.0,71505.0,2.283333333333333
VA,2011,47563.0,66328.96440815479,6.283333333333334
VA,2012,49049.0,67014.50896238176,5.816666666666666
VA,2013,48195.0,64897.07505853188,5.5249999999999995
VA,2014,49760.0,65934.81919746102,5.066666666666666
VA,2015,51617.0,68314.4099797342,4.375
VA,2016,52656.0,68821.27495359513,4.0
VA,2017,54377.0,69588.31056338147,3.625
VA,2018,56130.0,70118.97677681677,3.0
VA,2019,58362.0,71609.53094847956,2.725
VA,2020,61451.0,74480.91496760507,6.516666666666667
VA,2021,67214.0,77810.46129195846,3.841666666666667
VA,2022,69581.0,74581.9785321677,2.6999999999999997
VA,2023,73912.0,76092.05306941026,2.6999999999999997
VA,2024,77277.0,77277.0,2.9250000000000003
WA,2011,44279.0,61749.26339862259,9.433333333333334
WA,2012,47053.0,64287.42054286426,8.441666666666666
WA,2013,47448.0,63891.200692545295,6.625
WA,2014,50259.0,66596.0224687539,5.933333333333334
WA,2015,52408.0,69361.2879132439,5.441666666666666
WA,2016,54296.0,70964.75130812066,5.191666666666666
WA,2017,56800.0,72689.11561873711,4.6499999999999995
WA,2018,59824.0,74733.61244782267,4.3999999999999995
WA,2019,63431.0,77829.13809658693,4.183333333333334
WA,2020,67669.0,82017.36399640149,8.700000000000001
WA,2021,73944.0,85601.46323344209,5.191666666666667
WA,2022,76120.0,81590.95451155641,4.041666666666667
WA,2023,81280.0,83677.37408650377,4.216666666666667
WA,2024,85512.0,85512.0,4.5
WV,2011,34490.0,48098.016997188126,7.708333333333333
WV,2012,35233.0,48138.029200831756,7.2
WV,2013,35093.0,47254.55036889842,6.708333333333333
WV,2014,36243.0,48024.02837969414,6.491666666666667
WV,2015,37068.0,49059.00283102055,6.541666666666667
WV,2016,37075.0,48456.9425878255,6.075
WV,2017,38841.0,49706.30175611564,5.2
WV,2018,41001.0,51219.45780912639,5.141666666666667
WV,2019,42615.0,52288.135454053256,4.925
WV,2020,44897.0,54416.84658183862,8.333333333333334
WV,2021,48895.0,56603.42346639553,5.133333333333334
WV,2022,50163.0,53768.35327329485,3.8833333333333333
WV,2023,52977.0,54539.569967774485,3.8666666666666667
WV,2024,55432.0,55432.0,4.05
WI,2011,41067.0,57269.96996298999,7.55
WI,2012,42639.0,58256.674909722846,6.916666666666667
WI,2013,42685.0,57477.57337635508,6.666666666666667
WI,2014,44156.0,58509.20169781128,5.366666666666667
WI,2015,45928.0,60785.094475642385,4.416666666666667
WI,2016,46595.0,60899.56142629074,3.933333333333333
WI,2017,48311.0,61825.4201524086,3.283333333333333
WI,2018,50520.0,63110.82677293396,3.0
WI,2019,52370.0,64257.412970286736,3.2083333333333335
WI,2020,55499.0,67266.86790755422,6.433333333333334
WI,2021,60693.0,70261.40874211972,3.8166666666666664
WI,2022,61837.0,66281.39587665677,2.8166666666666664
WI,2023,64873.0,66786.44548614368,2.8083333333333336
WI,2024,67799.0,67799.0,3.0083333333333333
WY,2011,50631.0,70607.44269598817,6.066666666666666
WY,2012,53597.0,73228.33568180341,5.441666666666666
WY,2013,52835.0,71145.07647510181,4.716666666666667
WY,2014,56251.0,74535.76195089189,4.358333333333333
WY,2015,56120.0,74274.0703268823,4.25
WY,2016,53419.0,69818.51425756037,5.2749999999999995
WY,2017,56378.0,72149.06620340071,4.341666666666667
WY,2018,59197.0,73950.3486238593,4.066666666666666
WY,2019,61853.0,75892.94948350478,3.733333333333333
WY,2020,65094.0,78896.36749444736,5.858333333333333
WY,2021,71456.0,82721.22358553551,4.55
WY,2022,77800.0,83391.70074880568,3.4416666666666664
WY,2023,83095.0,85545.90796897183,2.9
WY,2024,86609.0,86609.0,3.1166666666666667
