utilization_type,state,ndc,product_name,year,quarter,suppression_used,units_reimbursed,number_of_prescriptions,total_amount_reimbursed
FFSU,AL,00002143380,TRULICITY ,2014,4,true,,,
FFSU,CO,00002143380,TRULICITY ,2014,4,true,,,
FFSU,CT,00002143380,TRULICITY ,2014,4,true,,,
FFSU,IN,00002143380,TRULICITY ,2014,4,true,,,
FFSU,IN,00002143480,TRULICITY ,2014,4,false,44.000,11,10544.40
MCOU,KY,00002143380,TRULICITY ,2014,4,true,,,
MCOU,MA,00002143380,TRULICITY ,2014,4,true,,,
MCOU,MD,00002143380,TRULICITY ,2014,4,true,,,
FFSU,MO,00002143380,TRULICITY ,2014,4,true,,,
FFSU,MO,00002143480,TRULICITY ,2014,4,true,,,
MCOU,XX,00002143301,TRULICITY ,2014,4,true,,,
FFSU,XX,00002143380,TRULICITY ,2014,4,true,,,
MCOU,XX,00002143380,TRULICITY ,2014,4,true,,,
FFSU,XX,00002143480,TRULICITY ,2014,4,false,46.000,12,11091.21
MCOU,XX,00002143480,TRULICITY ,2014,4,true,,,
FFSU,NY,00002143380,TRULICITY ,2014,4,true,,,
MCOU,NY,00002143380,TRULICITY ,2014,4,true,,,
MCOU,NY,00002143480,TRULICITY ,2014,4,true,,,
MCOU,OH,00002143380,TRULICITY ,2014,4,true,,,
MCOU,PA,00002143380,TRULICITY ,2014,4,true,,,
FFSU,TN,00002143380,TRULICITY ,2014,4,true,,,
MCOU,VA,00002143301,TRULICITY ,2014,4,true,,,
MCOU,VA,00002143380,TRULICITY ,2014,4,true,,,
FFSU,AK,00169406012,VICTOZA 2-,2014,4,false,108.000,18,6943.84
FFSU,AK,00169406013,VICTOZA 3-,2014,4,false,369.000,41,23686.43
FFSU,AK,00169406012,VICTOZA 2-,2014,3,false,102.000,17,6444.37
FFSU,AK,00169406013,VICTOZA 3-,2014,3,false,342.000,38,21613.08
FFSU,AK,00169406012,VICTOZA 2-,2014,2,false,78.000,13,4887.63
FFSU,AK,00169406013,VICTOZA 3-,2014,2,false,477.000,47,30145.74
FFSU,AK,00169406012,VICTOZA 2-,2014,1,false,96.000,16,6215.26
FFSU,AK,00169406013,VICTOZA 3-,2014,1,false,315.000,34,20567.14
FFSU,AL,00169406012,Victoza 6M,2014,4,false,1242.000,207,84196.41
FFSU,AL,00169406013,Victoza 6M,2014,4,false,2508.000,284,169689.43
FFSU,AL,00169406012,Victoza 6M,2014,3,false,1233.000,208,80288.18
FFSU,AL,00169406013,Victoza 6M,2014,3,false,2319.000,259,149599.21
FFSU,AL,00169406012,Victoza 6M,2014,2,false,1075.000,182,65001.95
FFSU,AL,00169406013,Victoza 6M,2014,2,false,2679.000,300,158926.04
FFSU,AL,00169406012,VICTOZA 6M,2014,1,false,1132.000,191,68886.45
FFSU,AL,00169406013,Victoza 6M,2014,1,false,2733.000,307,162404.33
FFSU,AR,00169406012,Victoza 6M,2014,4,false,240.000,40,16418.80
FFSU,AR,00169406013,Victoza 6M,2014,4,false,441.000,49,30034.55
FFSU,AR,00169406012,Victoza 6M,2014,3,false,189.000,32,12643.14
FFSU,AR,00169406013,Victoza 6M,2014,3,false,351.000,39,23413.56
FFSU,AR,00169406012,Victoza 6M,2014,2,false,186.000,31,11595.55
FFSU,AR,00169406013,Victoza 6M,2014,2,false,267.000,30,16565.92
FFSU,AR,00169406012,Victoza 6M,2014,1,false,114.000,20,7112.46
FFSU,AR,00169406013,Victoza 6M,2014,1,false,207.000,24,12839.14
MCOU,AZ,00169406012,VICTOZA 2-,2014,4,false,1701.000,275,107958.60
FFSU,AZ,00169406012,VICTOZA 2-,2014,4,true,,,
MCOU,AZ,00169406013,VICTOZA 3-,2014,4,false,2739.000,309,177405.33
FFSU,AZ,00169406013,VICTOZA 3-,2014,4,true,,,
MCOU,AZ,00169406012,VICTOZA 2-,2014,3,false,1476.000,242,89111.86
MCOU,AZ,00169406013,VICTOZA 3-,2014,3,false,2898.000,330,175993.35
FFSU,AZ,00169406013,VICTOZA 3-,2014,3,true,,,
FFSU,AZ,00169406012,VICTOZA 2-,2014,2,true,,,
MCOU,AZ,00169406012,VICTOZA 2-,2014,2,false,654.000,109,39138.91
MCOU,AZ,00169406013,VICTOZA 3-,2014,2,false,1740.000,197,104696.43
FFSU,AZ,00169406013,VICTOZA 3-,2014,2,true,,,
MCOU,AZ,00169406012,VICTOZA 2-,2014,1,false,831.000,139,50143.38
FFSU,AZ,00169406012,VICTOZA 2-,2014,1,true,,,
MCOU,AZ,00169406013,VICTOZA 3-,2014,1,false,1587.000,178,94039.91
MCOU,CA,00169406012,VICTOZA 6M,2014,4,false,5234.000,880,343396.89
FFSU,CA,00169406012,VICTOZA 6M,2014,4,false,3350.000,535,222329.68
MCOU,CA,00169406013,VICTOZA 6M,2014,4,false,8325.000,960,551684.58
FFSU,CA,00169406013,VICTOZA 6M,2014,4,false,5178.000,578,346353.74
MCOU,CA,00169406012,VICTOZA 6M,2014,3,false,4317.048,777,281198.03
FFSU,CA,00169406012,VICTOZA 6M,2014,3,false,3147.000,526,204679.67
FFSU,CA,00169406013,VICTOZA 6M,2014,3,false,4644.000,529,306566.74
MCOU,CA,00169406013,VICTOZA 6M,2014,3,false,6823.000,839,445296.60
MCOU,CA,00169406012,VICTOZA 6M,2014,2,false,3204.000,588,193088.28
FFSU,CA,00169406012,VICTOZA 6M,2014,2,false,2919.000,481,173436.80
FFSU,CA,00169406013,VICTOZA 6M,2014,2,false,4137.000,467,239353.31
MCOU,CA,00169406013,VICTOZA 6M,2014,2,false,5503.000,704,328475.70
FFSU,CA,00169406012,VICTOZA 6M,2014,1,false,2217.000,368,131492.48
MCOU,CA,00169406012,VICTOZA 6M,2014,1,false,2389.000,497,140618.95
MCOU,CA,00169406013,VICTOZA 6M,2014,1,false,4350.000,626,262787.03
FFSU,CA,00169406013,VICTOZA 6M,2014,1,false,3252.000,365,177901.89
FFSU,CO,00169406012,VICTOZA 2-,2014,4,false,780.000,114,50113.05
FFSU,CO,00169406013,VICTOZA   ,2014,4,false,2712.000,254,173254.73
FFSU,CO,00169406012,VICTOZA 2-,2014,3,false,978.000,146,61958.17
FFSU,CO,00169406013,VICTOZA   ,2014,3,false,3027.000,270,190847.44
FFSU,CO,00169406012,VICTOZA   ,2014,2,false,939.000,147,55293.76
FFSU,CO,00169406013,VICTOZA   ,2014,2,false,2292.000,222,134266.42
FFSU,CO,00169406012,VICTOZA 2-,2014,1,false,537.000,80,31381.78
FFSU,CO,00169406013,VICTOZA   ,2014,1,false,1374.000,125,79651.26
FFSU,CT,00169406012,VICTOZA 6M,2014,4,false,4256.000,648,281559.12
FFSU,CT,00169406013,VICTOZA 6M,2014,4,false,12162.000,1135,803553.88
FFSU,CT,00169406012,VICTOZA 6M,2014,3,false,3693.000,566,240147.35
FFSU,CT,00169406013,VICTOZA 6M,2014,3,false,10965.000,1031,711611.87
FFSU,CT,00169406012,VICTOZA 6M,2014,2,false,3369.000,503,202697.67
FFSU,CT,00169406013,VICTOZA 6M,2014,2,false,9984.000,953,600513.54
FFSU,CT,00169406012,VICTOZA 6M,2014,1,false,2949.000,428,175302.47
FFSU,CT,00169406013,VICTOZA 6M,2014,1,false,7551.000,701,454163.09
FFSU,DC,00169406012,VICTOZA 2-,2014,4,true,,,
MCOU,DC,00169406012,VICTOZA 2-,2014,4,false,222.000,35,12450.44
MCOU,DC,00169406013,VICTOZA 3-,2014,4,false,543.000,62,35811.63
FFSU,DC,00169406013,VICTOZA 3-,2014,4,false,297.000,33,20155.08
FFSU,DC,00169406012,VICTOZA 2-,2014,3,false,69.000,11,4697.46
MCOU,DC,00169406012,VICTOZA 2-,2014,3,false,195.000,32,11495.82
FFSU,DC,00169406013,VICTOZA 3-,2014,3,false,261.000,29,17384.98
MCOU,DC,00169406013,VICTOZA 3-,2014,3,false,399.000,45,25075.59
FFSU,DC,00169406012,VICTOZA 2-,2014,2,true,,,
MCOU,DC,00169406012,VICTOZA 2-,2014,2,false,111.000,18,5691.38
MCOU,DC,00169406013,VICTOZA 3-,2014,2,false,186.000,22,10609.29
FFSU,DC,00169406013,VICTOZA 3-,2014,2,false,198.000,22,12237.50
FFSU,DC,00169406012,VICTOZA 2-,2014,1,true,,,
MCOU,DC,00169406012,VICTOZA 2-,2014,1,true,,,
MCOU,DC,00169406013,VICTOZA 3-,2014,1,false,138.000,16,7748.26
FFSU,DC,00169406013,VICTOZA 3-,2014,1,false,132.000,15,8159.83
FFSU,DE,00169406012,Victoza 6M,2014,4,false,252.000,38,16265.83
FFSU,DE,00169406013,Victoza 6M,2014,4,false,1287.000,108,82426.04
FFSU,DE,00169406012,Victoza 6M,2014,3,false,192.000,29,12223.75
FFSU,DE,00169406013,Victoza 6M,2014,3,false,1449.000,130,91022.00
FFSU,DE,00169406012,Victoza 6M,2014,2,false,279.000,39,16419.03
FFSU,DE,00169406013,Victoza 6M,2014,2,false,1215.000,111,71260.04
FFSU,DE,00169406012,Victoza 6M,2014,1,false,240.000,36,14769.91
FFSU,DE,00169406013,Victoza 6M,2014,1,false,1230.000,111,75323.56
FFSU,FL,00169406012,VICTOZA 2-,2014,4,true,,,
MCOU,FL,00169406012,VICTOZA 2-,2014,4,false,753.000,124,49182.53
MCOU,FL,00169406013,VICTOZA 3-,2014,4,false,1332.000,147,88176.98
FFSU,FL,00169406013,VICTOZA 3-,2014,4,true,,,
MCOU,FL,00169406012,VICTOZA 2-,2014,3,false,1101.000,185,70421.62
FFSU,FL,00169406012,VICTOZA 2-,2014,3,true,,,
MCOU,FL,00169406013,VICTOZA 3-,2014,3,false,1542.000,174,98111.09
FFSU,FL,00169406013,VICTOZA 3-,2014,3,false,171.000,19,11314.62
MCOU,FL,00169406012,VICTOZA 2-,2014,2,false,357.000,59,21399.58
FFSU,FL,00169406012,VICTOZA 2-,2014,2,false,78.000,13,4760.73
MCOU,FL,00169406013,VICTOZA 3-,2014,2,false,990.000,112,59098.75
FFSU,FL,00169406013,VICTOZA 3-,2014,2,false,297.000,33,18065.85
MCOU,FL,00169406012,VICTOZA 2-,2014,1,false,441.000,72,26370.20
FFSU,FL,00169406012,VICTOZA 2-,2014,1,false,144.000,24,8773.74
FFSU,FL,00169406013,VICTOZA 3-,2014,1,false,279.000,31,16970.95
MCOU,FL,00169406013,VICTOZA 3-,2014,1,false,948.000,107,56790.25
FFSU,GA,00169406012,Victoza 6M,2014,4,false,339.000,56,22664.07
MCOU,GA,00169406012,Victoza 6M,2014,4,false,342.000,56,22569.74
MCOU,GA,00169406013,Victoza 6M,2014,4,false,285.000,32,18782.93
FFSU,GA,00169406013,Victoza 6M,2014,4,false,771.000,86,51675.93
MCOU,GA,00169406012,Victoza 6M,2014,3,false,261.000,45,16818.98
FFSU,GA,00169406012,Victoza 6M,2014,3,false,459.000,74,30671.06
MCOU,GA,00169406013,Victoza 6M,2014,3,false,357.000,40,23273.80
FFSU,GA,00169406013,Victoza 6M,2014,3,false,819.000,92,54283.47
FFSU,GA,00169406012,Victoza 6M,2014,2,false,480.000,80,29507.86
MCOU,GA,00169406012,Victoza 6M,2014,2,false,255.000,42,15310.41
MCOU,GA,00169406013,Victoza 6M,2014,2,false,255.000,29,15380.27
FFSU,GA,00169406013,Victoza 6M,2014,2,false,780.000,87,47401.35
FFSU,GA,00169406012,Victoza 6M,2014,1,false,351.000,61,21554.59
MCOU,GA,00169406012,Victoza 6M,2014,1,false,264.000,42,15968.45
MCOU,GA,00169406013,Victoza 6M,2014,1,false,270.000,30,16192.84
FFSU,GA,00169406013,Victoza 6M,2014,1,false,675.000,75,41077.40
MCOU,HI,00169406012,VICTOZA 2-,2014,4,false,285.000,49,275513.39
MCOU,HI,00169406013,VICTOZA 3-,2014,4,false,906.000,102,60205.98
MCOU,HI,00169406012,VICTOZA 2-,2014,3,false,288.000,48,106002.89
MCOU,HI,00169406013,VICTOZA 3-,2014,3,false,1008.000,112,64458.31
MCOU,HI,00169406012,VICTOZA 2-,2014,2,false,351.000,58,20850.39
MCOU,HI,00169406013,VICTOZA 3-,2014,2,false,1023.000,114,63162.07
MCOU,HI,00169406012,VICTOZA 2-,2014,1,false,276.000,46,16254.05
MCOU,HI,00169406013,VICTOZA 3-,2014,1,false,999.000,111,61896.51
FFSU,IA,00169406012,Victoza 6M,2014,4,false,288.000,46,18912.11
FFSU,IA,00169406013,Victoza 6M,2014,4,false,804.000,89,45240.19
FFSU,IA,00169406012,Victoza 6M,2014,3,false,273.000,44,17685.23
FFSU,IA,00169406013,Victoza 6M,2014,3,false,936.000,104,50419.93
FFSU,IA,00169406012,Victoza 6M,2014,2,false,273.000,44,16316.02
FFSU,IA,00169406013,Victoza 6M,2014,2,false,705.000,81,35421.32
FFSU,IA,00169406012,Victoza 6M,2014,1,false,267.000,43,15137.51
FFSU,IA,00169406013,Victoza 6M,2014,1,false,579.000,69,31639.42
FFSU,ID,00169406012,VICTOZA 2-,2014,4,false,555.000,98,36568.32
FFSU,ID,00169406013,VICTOZA 3-,2014,4,false,639.000,71,41650.09
FFSU,ID,00169406012,VICTOZA 2-,2014,3,false,540.000,92,34991.65
FFSU,ID,00169406013,VICTOZA 3-,2014,3,false,714.000,80,45862.05
FFSU,ID,00169406012,VICTOZA 2-,2014,2,false,570.000,97,33999.12
FFSU,ID,00169406013,VICTOZA 3-,2014,2,false,789.000,88,46499.67
FFSU,ID,00169406012,VICTOZA 2-,2014,1,false,414.000,71,24520.57
FFSU,ID,00169406013,VICTOZA 3-,2014,1,false,843.000,95,49699.81
FFSU,IL,00169406012,VICTOZA 2-,2014,4,false,174.000,29,11449.20
MCOU,IL,00169406012,Victoza 6M,2014,4,false,660.000,111,43749.10
MCOU,IL,00169406013,VICTOZA 3-,2014,4,false,1305.000,148,85893.51
FFSU,IL,00169406013,Victoza 6M,2014,4,false,729.000,81,47867.10
FFSU,IL,00169406012,VICTOZA 2-,2014,3,false,264.000,44,17011.38
MCOU,IL,00169406012,VICTOZA 2-,2014,3,false,162.000,27,10731.76
FFSU,IL,00169406013,VICTOZA 3-,2014,3,false,762.000,85,49086.24
MCOU,IL,00169406013,Victoza 6M,2014,3,false,294.000,33,19168.60
FFSU,IL,00169406012,VICTOZA 2-,2014,2,false,354.000,59,21033.12
MCOU,IL,00169406012,Victoza 6M,2014,2,false,216.000,36,12820.56
FFSU,IL,00169406013,VICTOZA 3-,2014,2,false,1032.000,116,60988.80
MCOU,IL,00169406013,VICTOZA 3-,2014,2,false,564.000,63,33691.17
MCOU,IL,00169406012,VICTOZA 2-,2014,1,true,,,
FFSU,IL,00169406012,VICTOZA 2-,2014,1,false,348.000,58,20585.04
FFSU,IL,00169406013,VICTOZA 3-,2014,1,false,726.000,81,42603.12
MCOU,IL,00169406013,VICTOZA 3-,2014,1,true,,,
FFSU,IN,00169406012,Victoza 6M,2014,4,false,3972.000,616,260686.83
FFSU,IN,00169406013,Victoza 6M,2014,4,false,11283.000,1098,739726.49
FFSU,IN,00169406012,Victoza 6M,2014,3,false,3669.000,587,238645.54
FFSU,IN,00169406013,Victoza 6M,2014,3,false,11730.000,1115,761933.24
FFSU,IN,00169406012,Victoza 6M,2014,2,false,3492.000,543,210780.20
FFSU,IN,00169406013,Victoza 6M,2014,2,false,10557.000,1017,635391.89
FFSU,IN,00169406012,Victoza 6M,2014,1,false,3054.000,478,184240.28
FFSU,IN,00169406013,Victoza 6M,2014,1,false,9393.000,911,562605.52
MCOU,KS,00169406012,Victoza 6M,2014,4,false,966.000,162,61245.08
MCOU,KS,00169406013,Victoza 6M,2014,4,false,2104.000,240,138984.30
MCOU,KS,00169406012,Victoza 6M,2014,3,false,828.000,140,53943.65
MCOU,KS,00169406013,Victoza 6M,2014,3,false,1836.000,206,122977.33
MCOU,KS,00169406012,Victoza 6M,2014,2,false,2571.000,435,153253.68
MCOU,KS,00169406013,Victoza 6M,2014,2,false,4569.000,511,272152.95
MCOU,KS,00169406012,Victoza 6M,2014,1,false,903.000,152,51112.18
MCOU,KS,00169406013,Victoza 6M,2014,1,false,924.000,104,52664.39
MCOU,KY,00169406012,VICTOZA 2-,2014,4,false,2868.000,466,193309.93
FFSU,KY,00169406012,VICTOZA 2-,2014,4,false,108.000,11,7237.98
MCOU,KY,00169406013,VICTOZA 3-,2014,4,false,1383.000,156,91626.14
FFSU,KY,00169406013,VICTOZA 3-,2014,4,true,,,
MCOU,KY,00169406012,VICTOZA 2-,2014,3,false,602.000,95,40588.61
FFSU,KY,00169406012,VICTOZA 2-,2014,3,true,,,
MCOU,KY,00169406013,VICTOZA 3-,2014,3,false,978.000,112,64287.83
FFSU,KY,00169406013,VICTOZA 3-,2014,3,true,,,
FFSU,KY,00169406012,VICTOZA 2-,2014,2,true,,,
MCOU,KY,00169406012,VICTOZA 2-,2014,2,false,2034.000,336,124790.52
MCOU,KY,00169406013,VICTOZA 3-,2014,2,false,3774.000,425,232253.71
FFSU,KY,00169406013,VICTOZA 3-,2014,2,true,,,
FFSU,KY,00169406012,VICTOZA 2-,2014,1,true,,,
MCOU,KY,00169406012,VICTOZA 2-,2014,1,false,147.000,21,9246.79
MCOU,KY,00169406013,VICTOZA 3-,2014,1,false,2235.000,259,137617.11
FFSU,KY,00169406013,VICTOZA 3-,2014,1,true,,,
FFSU,LA,00169406012,VICTOZA 2-,2014,4,false,201.000,30,13246.76
MCOU,LA,00169406012,VICTOZA 2-,2014,4,false,1143.000,191,75407.17
MCOU,LA,00169406013,VICTOZA 3-,2014,4,false,1068.000,125,70032.57
FFSU,LA,00169406013,VICTOZA 3-,2014,4,false,408.000,41,26793.06
FFSU,LA,00169406012,VICTOZA 2-,2014,3,false,1890.000,295,122270.87
MCOU,LA,00169406012,VICTOZA 2-,2014,3,false,1173.000,195,76988.54
MCOU,LA,00169406013,VICTOZA 3-,2014,3,false,855.000,97,55076.92
FFSU,LA,00169406013,VICTOZA 3-,2014,3,false,3234.000,360,209228.05
FFSU,LA,00169406012,VICTOZA 2-,2014,2,false,1548.000,248,94238.95
MCOU,LA,00169406012,VICTOZA 2-,2014,2,false,912.000,153,54880.69
MCOU,LA,00169406013,VICTOZA 3-,2014,2,false,768.000,89,46232.68
FFSU,LA,00169406013,VICTOZA 3-,2014,2,false,3276.000,361,198393.75
MCOU,LA,00169406012,VICTOZA 2-,2014,1,false,744.000,124,44763.11
FFSU,LA,00169406012,VICTOZA 2-,2014,1,false,1089.000,173,66224.31
FFSU,LA,00169406013,VICTOZA 3-,2014,1,false,2880.000,311,174019.75
MCOU,LA,00169406013,VICTOZA 3-,2014,1,false,720.000,81,43376.12
MCOU,MA,00169406012,VICTOZA 2-,2014,4,false,1968.000,302,130008.88
FFSU,MA,00169406012,VICTOZA 2-,2014,4,false,1296.000,214,79026.38
FFSU,MA,00169406013,VICTOZA 3-,2014,4,false,2694.000,291,181960.59
MCOU,MA,00169406013,VICTOZA 3-,2014,4,false,3855.000,385,252759.44
MCOU,MA,00169406012,VICTOZA 2-,2014,3,false,1648.000,263,105254.35
FFSU,MA,00169406012,VICTOZA 2-,2014,3,false,873.000,146,54485.27
