utilization_type,state,ndc,product_name,year,quarter,suppression_used,units_reimbursed,number_of_prescriptions,total_amount_reimbursed
MCOU,GA,00169413212,OZEMPIC   ,2018,4,false,66.000,44,32024.14
FFSU,GA,00169413212,OZEMPIC   ,2018,4,true,,,
FFSU,GA,00169413602,OZEMPIC   ,2018,4,true,,,
MCOU,GA,00169413602,OZEMPIC   ,2018,4,true,,,
MCOU,GA,00169413212,OZEMPIC   ,2018,3,false,24.000,16,11651.58
FFSU,GA,00169413602,OZEMPIC   ,2018,3,true,,,
MCOU,GA,00169413212,OZEMPIC   ,2018,2,true,,,
MCOU,HI,00169413212,OZEMPIC 0.,2018,4,false,145.500,97,71605.05
MCOU,HI,00169413602,OZEMPIC 1 ,2018,4,false,84.000,28,17710.05
MCOU,HI,00169413212,OZEMPIC 0.,2018,3,false,33.000,22,16811.84
MCOU,HI,00169413602,OZEMPIC 1 ,2018,3,true,,,
MCOU,HI,00169413212,OZEMPIC 0.,2018,2,true,,,
MCOU,HI,00169413602,OZEMPIC 1 ,2018,2,true,,,
FFSU,IA,00169413212,OZEMPIC 0.,2018,4,true,,,
MCOU,IA,00169413212,OZEMPIC 0.,2018,4,false,18.000,12,8179.91
MCOU,IA,00169413602,OZEMPIC 1M,2018,4,true,,,
MCOU,IA,00169413212,OZEMPIC 0.,2018,3,true,,,
MCOU,IA,00169413602,OZEMPIC 1M,2018,3,true,,,
MCOU,IA,00169413212,OZEMPIC 0.,2018,2,true,,,
MCOU,IA,00169413212,OZEMPIC 0.,2018,1,true,,,
FFSU,ID,00169413212,OZEMPIC   ,2018,4,true,,,
FFSU,ID,00169413602,OZEMPIC   ,2018,4,true,,,
FFSU,ID,00169413212,OZEMPIC   ,2018,3,true,,,
FFSU,ID,00169413602,OZEMPIC   ,2018,3,true,,,
MCOU,IL,00169413212,OZEMPIC 0.,2018,4,false,27.000,16,13190.90
FFSU,IL,00169413212,OZEMPIC 0.,2018,4,true,,,
FFSU,IL,00169413602,OZEMPIC 1M,2018,4,true,,,
MCOU,IL,00169413602,OZEMPIC 1M,2018,4,true,,,
FFSU,IL,00169413212,OZEMPIC 0.,2018,3,true,,,
MCOU,IL,00169413212,OZEMPIC 0.,2018,3,true,,,
MCOU,IL,00169413602,OZEMPIC 1M,2018,3,true,,,
FFSU,IL,00169413602,OZEMPIC 1M,2018,3,true,,,
MCOU,IL,00169413212,OZEMPIC 0.,2018,2,true,,,
MCOU,IL,00169413602,OZEMPIC 1M,2018,2,true,,,
FFSU,IL,00169413602,OZEMPIC 1M,2018,2,true,,,
FFSU,IL,00169413212,OZEMPIC 0.,2018,1,true,,,
MCOU,IL,00169413602,OZEMPIC 1M,2018,1,true,,,
FFSU,IN,00169413212,OZEMPIC 0.,2018,4,true,,,
MCOU,IN,00169413212,OZEMPIC 0.,2018,4,false,1423.500,954,684575.98
MCOU,IN,00169413602,OZEMPIC 1M,2018,4,false,1440.500,471,349046.94
FFSU,IN,00169413602,OZEMPIC 1M,2018,4,true,,,
MCOU,IN,00169413212,OZEMPIC 0.,2018,3,false,854.500,557,412674.39
FFSU,IN,00169413602,OZEMPIC 1M,2018,3,true,,,
MCOU,IN,00169413602,OZEMPIC 1M,2018,3,false,751.500,252,181781.37
MCOU,IN,00169413212,OZEMPIC 0.,2018,2,false,451.750,284,202904.84
FFSU,IN,00169413212,OZEMPIC 0.,2018,2,true,,,
FFSU,IN,00169413602,OZEMPIC 1M,2018,2,true,,,
MCOU,IN,00169413602,OZEMPIC 1M,2018,2,false,328.500,114,73629.51
MCOU,IN,00169413212,OZEMPIC 0.,2018,1,true,,,
FFSU,IN,00169413602,OZEMPIC 1M,2018,1,true,,,
MCOU,IN,00169413602,OZEMPIC 1M,2018,1,false,45.000,15,10038.71
MCOU,KS,00169413212,OZEMPIC 0.,2018,4,false,31.500,21,15037.20
MCOU,KS,00169413602,OZEMPIC 1M,2018,4,true,,,
MCOU,KS,00169413212,OZEMPIC 0.,2018,3,true,,,
MCOU,KS,00169413212,OZEMPIC 0.,2018,2,true,,,
MCOU,KS,00169413212,OZEMPIC 0.,2018,1,true,,,
MCOU,KY,00169413212,OZEMPIC   ,2018,4,false,463.500,308,226156.53
FFSU,KY,00169413212,OZEMPIC   ,2018,4,true,,,
MCOU,KY,00169413602,OZEMPIC   ,2018,4,false,492.000,171,120303.75
FFSU,KY,00169413212,OZEMPIC   ,2018,3,true,,,
MCOU,KY,00169413212,OZEMPIC   ,2018,3,false,202.500,135,98279.24
MCOU,KY,00169413602,OZEMPIC   ,2018,3,false,166.500,56,40535.65
FFSU,KY,00169413212,OZEMPIC   ,2018,2,true,,,
MCOU,KY,00169413212,OZEMPIC   ,2018,2,false,66.000,44,29640.83
MCOU,KY,00169413602,OZEMPIC   ,2018,2,false,39.000,13,8766.58
FFSU,LA,00169413212,OZEMPIC   ,2018,4,true,,,
MCOU,LA,00169413212,OZEMPIC   ,2018,4,false,267.000,176,127597.05
MCOU,LA,00169413602,OZEMPIC   ,2018,4,false,243.000,85,56395.64
FFSU,LA,00169413602,OZEMPIC   ,2018,4,true,,,
MCOU,LA,00169413212,OZEMPIC   ,2018,3,false,120.000,80,55830.44
FFSU,LA,00169413212,OZEMPIC   ,2018,3,true,,,
MCOU,LA,00169413602,OZEMPIC   ,2018,3,false,43.500,17,10622.85
FFSU,LA,00169413602,OZEMPIC   ,2018,3,true,,,
MCOU,LA,00169413212,OZEMPIC   ,2018,2,false,33.000,22,14191.42
FFSU,LA,00169413602,OZEMPIC   ,2018,2,true,,,
MCOU,LA,00169413602,OZEMPIC   ,2018,2,true,,,
FFSU,MA,00169413212,OZEMPIC 0.,2018,4,false,85.500,56,40594.80
MCOU,MA,00169413212,OZEMPIC 0.,2018,4,false,73.500,49,36715.09
FFSU,MA,00169413602,OZEMPIC 1 ,2018,4,true,,,
MCOU,MA,00169413602,OZEMPIC 1 ,2018,4,false,174.000,56,43292.50
FFSU,MA,00169413212,OZEMPIC 0.,2018,3,false,22.500,15,10433.55
MCOU,MA,00169413212,OZEMPIC 0.,2018,3,true,,,
MCOU,MA,00169413602,OZEMPIC 1 ,2018,3,false,75.000,23,18556.27
MCOU,MA,00169413212,OZEMPIC 0.,2018,2,true,,,
MCOU,MA,00169413602,OZEMPIC 1 ,2018,2,true,,,
MCOU,MD,00169413212,OZEMPIC 0.,2018,4,false,754.500,484,360385.42
FFSU,MD,00169413212,OZEMPIC 0.,2018,4,true,,,
MCOU,MD,00169413602,OZEMPIC 1 ,2018,4,false,466.500,159,112033.88
FFSU,MD,00169413602,OZEMPIC 1 ,2018,4,true,,,
MCOU,MD,00169413212,OZEMPIC 0.,2018,3,false,342.000,223,161979.67
MCOU,MD,00169413602,OZEMPIC 1 ,2018,3,false,223.500,70,55683.07
FFSU,MD,00169413602,OZEMPIC 1 ,2018,3,true,,,
MCOU,MD,00169413212,OZEMPIC 0.,2018,2,false,94.500,63,41978.94
MCOU,MD,00169413602,OZEMPIC 1 ,2018,2,false,57.000,21,13725.78
MCOU,MD,00169413212,OZEMPIC 0.,2018,1,true,,,
FFSU,ME,00169413212,OZEMPIC   ,2018,4,true,,,
FFSU,ME,00169413212,OZEMPIC   ,2018,2,true,,,
FFSU,ME,00169413602,OZEMPIC   ,2018,2,true,,,
FFSU,MI,00169413212,OZEMPIC   ,2018,4,true,,,
MCOU,MI,00169413212,OZEMPIC   ,2018,4,false,16.500,11,7326.03
MCOU,MI,00169413602,OZEMPIC   ,2018,4,true,,,
FFSU,MI,00169413602,OZEMPIC   ,2018,4,true,,,
MCOU,MI,00169413212,OZEMPIC   ,2018,3,true,,,
MCOU,MI,00169413602,OZEMPIC   ,2018,3,true,,,
MCOU,MI,00169413602,OZEMPIC   ,2018,2,true,,,
FFSU,MN,00169413212,OZEMPIC   ,2018,4,true,,,
MCOU,MN,00169413212,OZEMPIC   ,2018,4,false,405.000,269,199747.71
FFSU,MN,00169413602,OZEMPIC   ,2018,4,true,,,
MCOU,MN,00169413602,OZEMPIC   ,2018,4,false,213.000,71,52261.65
FFSU,MN,00169413212,OZEMPIC   ,2018,3,true,,,
MCOU,MN,00169413212,OZEMPIC   ,2018,3,false,123.000,81,61888.13
MCOU,MN,00169413602,OZEMPIC   ,2018,3,false,43.500,15,10795.95
FFSU,MN,00169413602,OZEMPIC   ,2018,3,true,,,
FFSU,MN,00169413212,OZEMPIC   ,2018,2,true,,,
MCOU,MN,00169413212,OZEMPIC   ,2018,2,true,,,
MCOU,MN,00169413602,OZEMPIC   ,2018,2,true,,,
MCOU,MN,00169413212,OZEMPIC   ,2018,1,true,,,
FFSU,MO,00169413212,OZEMPIC   ,2018,4,false,73.500,48,35322.47
FFSU,MO,00169413602,OZEMPIC   ,2018,4,false,48.000,16,11538.56
FFSU,MO,00169413212,OZEMPIC   ,2018,3,false,48.000,30,22686.14
FFSU,MO,00169413602,OZEMPIC   ,2018,3,true,,,
FFSU,MO,00169413212,OZEMPIC   ,2018,2,true,,,
FFSU,MO,00169413602,OZEMPIC   ,2018,2,true,,,
FFSU,MO,00169413212,OZEMPIC   ,2018,1,true,,,
FFSU,MO,00169413602,OZEMPIC   ,2018,1,true,,,
MCOU,MS,00169413212,OZEMPIC 0.,2018,4,true,,,
MCOU,MS,00169413602,OZEMPIC 1 ,2018,4,true,,,
MCOU,MS,00169413212,OZEMPIC 0.,2018,3,true,,,
FFSU,MS,00169413212,OZEMPIC 0.,2018,3,true,,,
FFSU,MS,00169413212,OZEMPIC 0.,2018,2,true,,,
FFSU,MT,00169413212,OZEMPIC 0.,2018,4,true,,,
FFSU,MT,00169413602,OZEMPIC 1 ,2018,4,true,,,
FFSU,MT,00169413212,OZEMPIC 0.,2018,3,true,,,
FFSU,MT,00169413602,OZEMPIC 1 ,2018,3,true,,,
FFSU,XX,00169413212,OZEMPIC 0.,2018,4,false,1404.000,810,676277.45
MCOU,XX,00169413212,OZEMPIC 0.,2018,4,false,10670.000,6980,5114365.38
FFSU,XX,00169413602,OZEMPIC 1M,2018,4,false,1714.500,513,409283.85
MCOU,XX,00169413602,OZEMPIC 1M,2018,4,false,7752.500,2606,1857374.89
FFSU,XX,00169413212,OZEMPIC 0.,2018,3,false,601.500,343,285147.39
MCOU,XX,00169413212,OZEMPIC 0.,2018,3,false,4646.500,3019,1995664.84
FFSU,XX,00169413602,OZEMPIC 1M,2018,3,false,805.000,245,191931.53
MCOU,XX,00169413602,OZEMPIC 1M,2018,3,false,2994.500,1019,640375.89
FFSU,XX,00169413212,OZEMPIC 0.,2018,2,false,186.000,115,84063.36
MCOU,XX,00169413212,OZEMPIC 0.,2018,2,false,1593.250,1009,627059.92
FFSU,XX,00169413602,OZEMPIC 1M,2018,2,false,229.500,73,52386.08
MCOU,XX,00169413602,OZEMPIC 1M,2018,2,false,895.500,308,175242.84
FFSU,XX,00169413212,OZEMPIC 0.,2018,1,false,39.000,22,17115.50
MCOU,XX,00169413212,OZEMPIC 0.,2018,1,false,99.250,65,42175.83
FFSU,XX,00169413602,OZEMPIC 1M,2018,1,true,,,
MCOU,XX,00169413602,OZEMPIC 1M,2018,1,false,72.000,23,16010.11
FFSU,NC,00169413212,OZEMPIC   ,2018,4,false,175.500,117,82329.64
FFSU,NC,00169413602,OZEMPIC   ,2018,4,false,226.500,77,53213.91
FFSU,NC,00169413212,OZEMPIC   ,2018,3,false,69.000,46,32065.60
FFSU,NC,00169413602,OZEMPIC   ,2018,3,false,93.000,32,21845.09
FFSU,NC,00169413212,OZEMPIC   ,2018,2,true,,,
FFSU,NC,00169413602,OZEMPIC   ,2018,2,true,,,
FFSU,NC,00169413212,OZEMPIC   ,2018,1,true,,,
FFSU,NC,00169413602,OZEMPIC   ,2018,1,true,,,
FFSU,ND,00169413212,OZEMPIC 0.,2018,4,true,,,
MCOU,ND,00169413212,OZEMPIC 0.,2018,4,true,,,
FFSU,ND,00169413602,OZEMPIC 1 ,2018,4,true,,,
MCOU,ND,00169413602,OZEMPIC 1 ,2018,4,true,,,
FFSU,ND,00169413212,OZEMPIC 0.,2018,3,true,,,
MCOU,ND,00169413212,OZEMPIC 0.,2018,3,true,,,
FFSU,ND,00169413602,OZEMPIC 1 ,2018,3,true,,,
MCOU,NE,00169413212,OZEMPIC 0.,2018,4,true,,,
MCOU,NE,00169413602,OZEMPIC 1M,2018,4,true,,,
MCOU,NE,00169413602,OZEMPIC 1M,2018,3,true,,,
MCOU,NE,00169413212,OZEMPIC 0.,2018,2,true,,,
MCOU,NH,00169413212,OZEMPIC   ,2018,4,true,,,
MCOU,NH,00169413602,OZEMPIC   ,2018,4,true,,,
MCOU,NH,00169413212,OZEMPIC   ,2018,3,true,,,
FFSU,NJ,00169413212,OZEMPIC 0.,2018,4,true,,,
MCOU,NJ,00169413212,OZEMPIC 0.,2018,4,false,198.000,132,91967.02
MCOU,NJ,00169413602,OZEMPIC 1M,2018,4,false,195.000,68,45844.75
MCOU,NJ,00169413212,OZEMPIC 0.,2018,3,false,106.500,71,50253.64
FFSU,NJ,00169413602,OZEMPIC 1M,2018,3,true,,,
MCOU,NJ,00169413602,OZEMPIC 1M,2018,3,false,123.000,42,28760.06
FFSU,NJ,00169413212,OZEMPIC 0.,2018,2,true,,,
MCOU,NJ,00169413212,OZEMPIC 0.,2018,2,false,46.500,31,20234.91
MCOU,NJ,00169413602,OZEMPIC 1M,2018,2,false,30.000,11,6499.13
FFSU,NM,00169413212,OZEMPIC 0.,2018,4,true,,,
MCOU,NM,00169413212,OZEMPIC 0.,2018,4,true,,,
FFSU,NM,00169413212,OZEMPIC 0.,2018,2,true,,,
MCOU,NV,00169413212,OZEMPIC 0.,2018,4,false,141.000,92,68221.88
FFSU,NV,00169413212,OZEMPIC 0.,2018,4,false,64.500,24,30460.06
FFSU,NV,00169413602,OZEMPIC 1M,2018,4,false,85.500,16,20220.44
MCOU,NV,00169413602,OZEMPIC 1M,2018,4,false,171.000,61,41666.58
FFSU,NV,00169413212,OZEMPIC 0.,2018,3,true,,,
MCOU,NV,00169413212,OZEMPIC 0.,2018,3,false,72.000,48,35022.14
FFSU,NV,00169413602,OZEMPIC 1M,2018,3,true,,,
MCOU,NV,00169413602,OZEMPIC 1M,2018,3,false,64.500,26,15756.41
FFSU,NV,00169413212,OZEMPIC 0.,2018,2,true,,,
MCOU,NV,00169413212,OZEMPIC 0.,2018,2,true,,,
MCOU,NV,00169413602,OZEMPIC 1M,2018,2,true,,,
FFSU,NY,00169413212,OZEMPIC   ,2018,4,false,37.500,25,16962.46
MCOU,NY,00169413212,OZEMPIC   ,2018,4,false,1644.000,1085,779239.72
FFSU,NY,00169413602,OZEMPIC   ,2018,4,false,60.000,11,13866.32
MCOU,NY,00169413602,OZEMPIC   ,2018,4,false,1317.500,446,309455.77
FFSU,NY,00169413212,OZEMPIC   ,2018,3,false,21.000,12,9705.59
MCOU,NY,00169413212,OZEMPIC   ,2018,3,false,622.500,404,65839.22
MCOU,NY,00169413602,OZEMPIC   ,2018,3,false,474.000,169,26423.65
FFSU,NY,00169413602,OZEMPIC   ,2018,3,true,,,
MCOU,NY,00169413212,OZEMPIC   ,2018,2,false,198.000,131,0.00
FFSU,NY,00169413212,OZEMPIC   ,2018,2,true,,,
FFSU,NY,00169413602,OZEMPIC   ,2018,2,true,,,
MCOU,NY,00169413602,OZEMPIC   ,2018,2,false,115.500,42,0.00
FFSU,NY,00169413212,OZEMPIC 0.,2018,1,true,,,
MCOU,NY,00169413212,OZEMPIC   ,2018,1,true,,,
MCOU,NY,00169413602,OZEMPIC 1M,2018,1,true,,,
MCOU,OH,00169413212,OZEMPIC 0.,2018,4,false,626.000,416,302436.30
FFSU,OH,00169413212,OZEMPIC 0.,2018,4,false,16.500,11,7806.84
MCOU,OH,00169413602,OZEMPIC 1M,2018,4,false,373.500,127,89503.20
FFSU,OH,00169413602,OZEMPIC 1M,2018,4,true,,,
MCOU,OH,00169413212,OZEMPIC 0.,2018,3,false,192.000,128,94556.92
FFSU,OH,00169413212,OZEMPIC 0.,2018,3,true,,,
MCOU,OH,00169413602,OZEMPIC 1M,2018,3,false,117.000,40,29152.23
MCOU,OH,00169413212,OZEMPIC 0.,2018,2,false,27.000,18,12093.86
MCOU,OH,00169413602,OZEMPIC 1M,2018,2,false,28.500,11,6358.49
FFSU,OK,00169413212,OZEMPIC 0.,2018,4,true,,,
FFSU,OK,00169413602,OZEMPIC 1M,2018,4,true,,,
FFSU,OK,00169413212,OZEMPIC 0.,2018,3,true,,,
FFSU,OK,00169413602,OZEMPIC 1M,2018,3,true,,,
MCOU,OR,00169413212,OZEMPIC 0.,2018,4,false,54.000,36,26102.64
MCOU,OR,00169413602,OZEMPIC 1M,2018,4,false,39.000,13,9302.62
MCOU,OR,00169413212,OZEMPIC 0.,2018,3,false,21.000,14,10196.04
MCOU,OR,00169413602,OZEMPIC 1M,2018,3,true,,,
MCOU,OR,00169413212,OZEMPIC 0.,2018,2,true,,,
MCOU,OR,00169413602,OZEMPIC 1M,2018,2,true,,,
FFSU,PA,00169413212,OZEMPIC 0.,2018,4,false,27.000,14,12655.58
MCOU,PA,00169413212,OZEMPIC 0.,2018,4,false,2175.000,1434,1048338.72
MCOU,PA,00169413602,OZEMPIC 1M,2018,4,false,1396.500,471,338135.91
FFSU,PA,00169413602,OZEMPIC 1M,2018,4,true,,,
FFSU,PA,00169413212,OZEMPIC 0.,2018,3,true,,,
MCOU,PA,00169413212,OZEMPIC 0.,2018,3,false,1155.000,754,557994.54
FFSU,PA,00169413602,OZEMPIC 1M,2018,3,true,,,
MCOU,PA,00169413602,OZEMPIC 1M,2018,3,false,543.000,180,133724.81
MCOU,PA,00169413212,OZEMPIC 0.,2018,2,false,450.000,269,205753.30
FFSU,PA,00169413212,OZEMPIC 0.,2018,2,true,,,
MCOU,PA,00169413602,OZEMPIC 1M,2018,2,false,160.500,49,35512.52
MCOU,PA,00169413212,OZEMPIC 0.,2018,1,false,57.000,36,25477.11
MCOU,PA,00169413602,OZEMPIC 1M,2018,1,true,,,
MCOU,RI,00169413212,OZEMPIC 0.,2018,4,true,,,
FFSU,RI,00169413602,OZEMPIC 1M,2018,4,true,,,
MCOU,RI,00169413212,OZEMPIC 0.,2018,3,true,,,
MCOU,RI,00169413212,OZEMPIC 0.,2018,2,true,,,
MCOU,SC,00169413212,OZEMPIC   ,2018,4,false,192.000,95,70310.12
FFSU,SC,00169413212,OZEMPIC   ,2018,4,true,,,
MCOU,SC,00169413602,OZEMPIC   ,2018,4,true,,,
FFSU,SC,00169413602,OZEMPIC   ,2018,4,true,,,
MCOU,SC,00169413212,OZEMPIC   ,2018,3,false,49.000,24,17505.48
MCOU,SC,00169413602,OZEMPIC   ,2018,3,true,,,
MCOU,SC,00169413602,OZEMPIC   ,2018,2,true,,,
FFSU,SD,00169413212,OZEMPIC 0.,2018,4,true,,,
FFSU,SD,00169413602,OZEMPIC 1M,2018,4,true,,,
FFSU,SD,00169413602,OZEMPIC 1M,2018,3,true,,,
FFSU,SD,00169413212,OZEMPIC 0.,2018,2,true,,,
FFSU,SD,00169413602,OZEMPIC 1M,2018,2,true,,,
FFSU,SD,00169413212,OZEMPIC 0.,2018,1,true,,,
FFSU,TN,00169413212,OZEMPIC   ,2018,4,false,28.500,17,13454.21
FFSU,TN,00169413602,OZEMPIC   ,2018,4,true,,,
FFSU,TN,00169413212,OZEMPIC   ,2018,3,true,,,
FFSU,TN,00169413602,OZEMPIC   ,2018,3,true,,,
FFSU,TN,00169413212,OZEMPIC   ,2018,2,true,,,
MCOU,TX,00169413212,OZEMPIC 0.,2018,4,false,234.000,150,113197.19
FFSU,TX,00169413212,OZEMPIC 0.,2018,4,true,,,
MCOU,TX,00169413602,OZEMPIC 1 ,2018,4,false,151.500,49,35301.16
FFSU,TX,00169413212,OZEMPIC 0.,2018,3,true,,,
MCOU,TX,00169413212,OZEMPIC 0.,2018,3,false,93.000,61,44994.96
MCOU,TX,00169413602,OZEMPIC 1 ,2018,3,true,,,
MCOU,UT,00169413212,OZEMPIC 0.,2018,4,true,,,
FFSU,VA,00169413212,OZEMPIC   ,2018,4,true,,,
MCOU,VA,00169413212,OZEMPIC   ,2018,4,false,52.500,34,23900.38
MCOU,VA,00169413602,OZEMPIC   ,2018,4,false,66.000,23,15631.76
MCOU,VA,00169413212,OZEMPIC   ,2018,3,false,34.500,23,16180.24
FFSU,VA,00169413212,OZEMPIC   ,2018,3,true,,,
MCOU,VA,00169413602,OZEMPIC   ,2018,3,false,28.500,11,7372.13
MCOU,VA,00169413212,OZEMPIC   ,2018,2,true,,,
MCOU,VA,00169413602,OZEMPIC   ,2018,2,true,,,
MCOU,VA,00169413212,OZEMPIC   ,2018,1,true,,,
FFSU,VT,00169413212,OZEMPIC 0.,2018,4,false,22.500,15,9595.17
FFSU,VT,00169413602,OZEMPIC 1M,2018,4,true,,,
FFSU,VT,00169413212,OZEMPIC 0.,2018,3,true,,,
FFSU,VT,00169413602,OZEMPIC 1M,2018,3,true,,,
MCOU,WA,00169413212,OZEMPIC 0.,2018,4,false,40.500,26,18823.46
MCOU,WA,00169413602,OZEMPIC 1M,2018,4,false,48.000,16,10628.80
MCOU,WA,00169413212,OZEMPIC 0.,2018,3,false,24.000,16,11149.61
MCOU,WA,00169413602,OZEMPIC 1M,2018,3,false,36.000,12,8511.79
MCOU,WA,00169413212,OZEMPIC 0.,2018,2,false,33.000,22,14548.84
MCOU,WA,00169413602,OZEMPIC 1M,2018,2,true,,,
MCOU,WI,00169413212,OZEMPIC 0.,2018,4,true,,,
FFSU,WI,00169413602,OZEMPIC 1M,2018,4,true,,,
FFSU,WV,00169413212,OZEMPIC 0.,2018,4,true,,,
FFSU,WV,00169413602,OZEMPIC 1 ,2018,4,true,,,
FFSU,WV,00169413212,OZEMPIC 0.,2018,3,true,,,
FFSU,AK,00002143380,TRULICITY ,2018,4,false,94.000,45,33381.26
FFSU,AK,00002143480,TRULICITY ,2018,4,false,78.000,39,27532.67
FFSU,AK,00002143380,TRULICITY ,2018,3,false,98.000,48,34440.41
FFSU,AK,00002143480,TRULICITY ,2018,3,false,124.000,62,43958.82
FFSU,AK,00002143380,TRULICITY ,2018,2,false,68.000,34,23889.94
FFSU,AK,00002143480,TRULICITY ,2018,2,false,66.000,33,23353.58
FFSU,AK,00002143380,TRULICITY ,2018,1,false,82.000,41,27293.72
FFSU,AK,00002143480,TRULICITY ,2018,1,false,90.000,44,30089.15
FFSU,AL,00002143301,TRULICITY ,2018,4,true,,,
FFSU,AL,00002143380,TRULICITY ,2018,4,false,767.000,391,277025.81
FFSU,AL,00002143480,TRULICITY ,2018,4,false,1020.000,510,374845.80
FFSU,AL,00002143301,TRULICITY ,2018,3,true,,,
FFSU,AL,00002143380,TRULICITY ,2018,3,false,669.000,342,247783.49
