state,year,obesity_pct,obesity_ci_low,obesity_ci_high,sample_size,diabetes_pct,diabetes_ci_low,diabetes_ci_high,glp1_prescriptions,n_cells,n_suppressed_cells,pct_cells_suppressed,medicaid_enrollment,population,pct_65plus,income_pc_nominal,income_pc_real,unemployment_rate,glp1_per_1000_enrollees,glp1_per_1000_pop,log_income_pc,log_population
NE,2022,35.3,33.7,36.9,6853.0,10.8,10.0,11.7,20712.0,90.0,35.0,38.888888888888886,339677.0,1972246,16.810270277969384,66354.0,71123.04513478473,2.158333333333333,60.97557385398481,10.501732542492164,11.172166686126975,14.49468355281483
NE,2023,36.6,35.4,37.8,11839.0,10.6,9.9,11.3,32410.0,99.0,21.0,21.21212121212121,,1987864,17.1599950540147,71506.0,73615.08749298153,2.3000000000000003,,16.303932260959503,11.206605276819912,14.502571253395777
NE,2024,37.6,36.4,38.9,11750.0,10.5,9.9,11.2,34591.0,99.0,23.0,23.232323232323232,,2005465,17.479669103339678,72696.0,72696.0,2.716666666666667,,17.248368832166108,11.194041641375183,14.511386512032976
NV,2011,24.5,22.5,26.6,5205.0,10.4,8.9,12.0,330.0,35.0,21.0,60.0,,2713114,12.566667444075607,38595.0,53822.64325910339,12.983333333333334,,0.12163145374650679,10.893449536027392,14.813607610662423
NV,2012,26.2,24.3,28.2,4592.0,8.9,7.8,10.2,673.0,37.0,15.0,40.54054054054054,,2744670,13.211280294467104,39680.0,54213.86196716158,11.533333333333331,,0.24520251979290772,10.900691910579475,14.8251714071197
NV,2013,26.2,24.0,28.6,4871.0,9.6,8.2,11.2,870.0,37.0,15.0,40.54054054054054,,2776956,13.761454949471275,39331.0,52961.23786963621,9.966666666666669,,0.3132926845077848,10.877315564009109,14.83686592172697
NV,2014,27.7,25.4,30.1,3555.0,9.6,8.4,10.9,1603.0,41.0,16.0,39.02439024390244,,2818935,14.256827525275916,41126.0,54494.28003044177,8.200000000000001,,0.5686544741187718,10.905851021573449,14.851869712008492
NV,2015,26.7,24.1,29.5,2701.0,9.7,8.2,11.3,3726.0,89.0,40.0,44.943820224719104,,2868531,14.699017975035895,43799.0,57967.39141566497,6.866666666666667,,1.2989226890000491,10.96763591445404,14.869310610007675
NV,2016,25.8,23.9,27.8,3981.0,11.1,9.9,12.4,6743.0,81.0,21.0,25.925925925925927,623508.0,2919555,15.08089519917174,44715.0,58442.40560524929,5.833333333333333,10.81461665287374,2.309598551834098,10.975797028693844,14.886941765370548
NV,2017,26.7,24.5,29.0,3496.0,10.4,9.1,11.9,8032.0,94.0,38.0,40.42553191489362,641777.0,2972097,15.435539446040874,46991.0,60136.16605704359,5.008333333333334,12.515250624438083,2.7024689974788845,11.004366704211806,14.90477832224142
NV,2018,29.5,27.1,32.0,3005.0,10.7,9.4,12.3,10254.0,124.0,57.0,45.96774193548387,651360.0,3030725,15.786796702006724,49289.0,61573.031290798535,4.408333333333333,15.742446573323507,3.3833488686700375,11.027979249936779,14.924312422791504
NV,2019,30.6,28.2,33.1,2580.0,10.9,9.4,12.7,12561.0,110.0,39.0,35.45454545454545,640079.0,3090771,16.158805536336224,51942.0,63732.2616861301,4.108333333333333,19.624140145200826,4.0640345078946325,11.062446176241794,14.943931132313454
NV,2020,28.7,26.2,31.3,2280.0,11.1,9.5,12.8,16897.0,119.0,40.0,33.61344537815126,698906.0,3116967,16.32172084621412,54686.0,66281.48143917025,13.675,24.176355618638272,5.420974941345224,11.101665822515372,14.952370971590447
NV,2021,31.3,28.7,34.1,2469.0,11.5,10.0,13.3,27815.0,154.0,55.0,35.714285714285715,810449.0,3148141,16.716775835347693,61024.0,70644.5917499401,6.841666666666666,34.320481609576916,8.835373002670465,11.16541683528789,14.962322677859449
NV,2022,33.5,31.0,36.2,2906.0,10.1,8.8,11.5,39574.0,193.0,77.0,39.89637305699482,869353.0,3176116,17.048418035685895,62696.0,67202.1345777265,5.2250000000000005,45.521209451166555,12.459872372419648,11.11546029055626,14.971169624611653
NV,2023,30.8,27.9,33.8,2447.0,11.9,10.0,14.2,40375.0,205.0,72.0,35.1219512195122,,3214363,17.392644426047823,66767.0,68736.30949352359,5.116666666666666,,12.560809093434687,11.138032861059227,14.983139762274718
NV,2024,34.2,31.3,37.3,2472.0,13.6,11.5,15.9,54480.0,205.0,50.0,24.390243902439025,,3267467,17.690612241889173,70104.0,70104.0,5.391666666666667,,16.67346602123296,11.157735132735686,14.999525624965091
NH,2011,26.2,24.7,27.7,6049.0,8.7,7.9,9.5,467.0,17.0,1.0,5.882352941176471,,1320444,13.986468085300068,49086.0,68452.86350605905,5.491666666666667,,0.353668917424745,11.133900663385191,14.093478601641351
NH,2012,27.3,25.8,28.8,7182.0,9.1,8.4,9.9,549.0,17.0,2.0,11.764705882352942,,1324677,14.705071050326591,50715.0,69290.72605001512,5.4750000000000005,,0.41444065232505733,11.146066352990761,14.096679214099943
NH,2013,26.7,25.3,28.3,6141.0,9.2,8.3,10.1,659.0,25.0,9.0,36.0,,1327272,15.352628240279444,50423.0,67897.19298010899,5.25,,0.4965071213737651,11.125749972193114,14.09863626593484
NH,2014,27.4,25.8,29.1,5730.0,9.1,8.3,10.1,837.0,36.0,16.0,44.44444444444444,,1334257,15.934361092021115,51988.0,68887.04542680073,4.316666666666666,,0.627315427237781,11.140223419393463,14.103885140575533
NH,2015,26.3,24.8,27.9,6366.0,8.1,7.4,8.9,1064.0,54.0,31.0,57.407407407407405,,1337480,16.423515849281177,54161.0,71681.35999597776,3.391666666666667,,0.7955259144061967,11.179986020626997,14.10629780436947
NH,2016,26.6,25.0,28.2,5888.0,9.0,8.2,9.8,912.0,60.0,41.0,68.33333333333333,197277.0,1343694,16.934053915520828,55677.0,72769.71523836441,2.891666666666666,4.622941346431667,0.6787259599283766,11.195055148159975,14.110933095571102
NH,2017,28.1,26.3,29.9,5191.0,8.4,7.6,9.3,1002.0,58.0,34.0,58.62068965517241,195471.0,1350395,17.477297037255024,57878.0,74068.67312995187,2.808333333333333,5.1260800834906455,0.742005117021316,11.212747957115978,14.11590770021034
NH,2018,29.6,27.9,31.4,5235.0,10.3,9.5,11.3,1662.0,77.0,53.0,68.83116883116882,191281.0,1355064,18.05496563262924,60335.0,75371.96621822982,2.6333333333333333,8.68878769977154,1.2265103345672235,11.230190684041753,14.119359243652845
NH,2019,31.8,30.0,33.6,5220.0,9.2,8.3,10.2,3855.0,58.0,27.0,46.55172413793103,184806.0,1360783,18.647933945089097,63946.0,78461.03742214924,2.5500000000000003,20.85971234700172,2.8329278070052317,11.27035744198239,14.123570827334374
NH,2020,29.9,28.2,31.6,5596.0,8.8,8.1,9.7,5545.0,62.0,26.0,41.935483870967744,200943.0,1378756,18.79382838319747,67564.0,81890.10006137035,6.75,27.594890093210513,4.02174133784368,11.313133384163235,14.136692201308286
NH,2021,30.6,29.0,32.3,5657.0,8.7,7.9,9.6,7967.0,89.0,41.0,46.06741573033708,231610.0,1387677,19.41696897691292,73970.0,85631.56220082376,3.458333333333333,34.39834204049912,5.741249584737659,11.357809211469657,14.143141684034244
NH,2022,30.2,28.6,32.0,5928.0,9.7,8.9,10.6,12032.0,109.0,45.0,41.28440366972477,245508.0,1396678,20.09420265460674,75331.0,80745.24690370541,2.425,49.00858627824755,8.614727231330342,11.299054377478857,14.14960711775576
NH,2023,32.8,31.0,34.6,6290.0,9.8,8.9,10.7,16846.0,141.0,45.0,31.914893617021278,,1402199,20.8219598330539,79305.0,81644.12096370794,2.2666666666666666,,12.01398660247226,11.310125092912315,14.153552276589723
NH,2024,31.1,29.3,32.9,6331.0,10.1,9.2,11.0,22095.0,154.0,39.0,25.324675324675326,,1409032,21.53651731262114,83222.0,83222.0,2.583333333333333,,15.680978146699294,11.329267014932602,14.158413501765578
NJ,2011,23.7,22.7,24.8,14130.0,8.8,8.2,9.4,4357.0,40.0,3.0,7.5,,8828552,13.722134106434096,52854.0,73707.52654013863,9.4,,0.4935124129075753,11.207860196981288,15.993501572722936
NJ,2012,24.6,23.6,25.6,14477.0,9.3,8.7,10.0,6967.0,47.0,7.0,14.893617021276595,,8845671,14.194020861187749,54235.0,74100.02025677945,9.45,,0.7876169032287093,11.213171084654984,15.995438744767608
